State Rank,NEET Rank,Percentile,NEET Score,Final Score,Gender,Category,Local,EWS,Minority
11790,224055,88.9376806,404,404,M,ST,OU,No,No
11791,224059,88.9376806,404,404,M,OC,OU,No,No
11792,224061,88.9376806,404,404,M,SC,OU,No,No
11793,224062,88.9376806,404,404,F,SC,OU,No,No
11794,224063,88.9376806,404,404,M,BCB,OU,No,No
11795,224064,88.9376806,404,404,M,BCE,SVU,No,MSM
11796,224070,88.9376806,404,404,F,BCB,AU,No,MSM
11797,224071,88.9376806,404,404,M,OC,OU,No,No
11798,224072,88.9376806,404,404,F,BCE,OU,No,MSM
11799,224080,88.9376806,404,404,M,BCB,OU,No,No
11800,224088,88.9376806,404,404,M,BCD,OU,No,No
11801,224095,88.9376806,404,404,F,OC,OU,No,No
11802,224103,88.9376806,404,404,M,SC,AU,No,No
11803,224106,88.9376806,404,404,M,ST,OU,No,No
11804,224108,88.9376806,404,404,M,BCE,OU,No,MSM
11805,224111,88.9376806,404,404,F,ST,OU,No,No
11806,224112,88.9376806,404,404,F,BCD,AU,No,No
11807,224121,88.9376806,404,404,M,BCD,OU,No,No
11808,224122,88.9376806,404,404,F,ST,OU,No,No
11809,224123,88.9376806,404,404,F,BCB,OU,No,No
11810,224124,88.9376806,404,404,F,ST,OU,No,No
11811,224126,88.9376806,404,404,F,BCE,OU,No,MSM
11812,224130,88.9376806,404,404,M,OC,AU,No,No
11813,224132,88.9376806,404,404,M,BCD,OU,No,No
11814,224137,88.9376806,404,404,F,BCE,AU,No,MSM
11815,224140,88.9376806,404,404,F,ST,OU,No,No
11816,224144,88.9376806,404,404,F,BCE,OU,No,MSM
11817,224150,88.9376806,404,404,F,BCE,AU,No,MSM
11818,224152,88.9376806,404,404,F,ST,AU,No,No
11819,224163,88.9376806,404,404,M,ST,OU,No,No
11820,224164,88.9376806,404,404,M,BCE,SVU,No,MSM
11821,224165,88.9376806,404,404,F,OC,OU,No,No
11822,224166,88.9376806,404,404,F,OC,AU,No,No
11823,224169,88.9376806,404,404,F,OC,OU,No,No
11824,224182,88.9376806,404,404,F,ST,AU,No,No
11825,224185,88.9376806,404,404,F,BCA,OU,No,No
11826,224186,88.9376806,404,404,F,SC,OU,No,No
11827,224193,88.9376806,404,404,F,OC,OU,No,No
11828,224198,88.9376806,404,404,M,SC,OU,No,No
11829,224201,88.9376806,404,404,F,BCD,OU,No,No
11830,224205,88.9376806,404,404,F,SC,SVU,No,No
11831,224214,88.9376806,404,404,F,SC,OU,No,No
11832,224220,88.9376806,404,404,M,BCB,SVU,No,MSM
11833,224227,88.9376806,404,404,F,BCB,OU,No,No
11834,224228,88.9376806,404,404,F,SC,OU,No,No
11835,224249,88.9376806,404,404,F,BCA,AU,No,No
11836,224250,88.9376806,404,404,F,SC,AU,No,No
11837,224251,88.9376806,404,404,F,BCE,OU,No,MSM
11838,224254,88.9376806,404,404,F,OC,OU,No,MSM
11839,224259,88.9376806,404,404,F,ST,OU,No,No
11840,224262,88.9376806,404,404,F,BCA,OU,No,No
11841,224264,88.9376806,404,404,F,SC,SVU,No,No
11842,224270,88.9376806,404,404,M,BCB,OU,No,No
11843,224275,88.9376806,404,404,F,BCD,OU,No,No
11844,224276,88.9376806,404,404,F,BCD,OU,No,No
11845,224283,88.9376806,404,404,F,ST,SVU,No,No
11846,224284,88.9376806,404,404,M,BCD,OU,No,No
11847,224289,88.9376806,404,404,M,BCD,OU,No,No
11848,224297,88.9376806,404,404,F,BCE,OU,No,MSM
11849,224300,88.9376806,404,404,F,ST,OU,No,No
11850,224309,88.9376806,404,404,F,SC,OU,No,No
11851,224312,88.9376806,404,404,F,BCD,OU,No,No
11852,224327,88.9376806,404,404,M,SC,NL,No,No
11853,224328,88.9376806,404,404,F,ST,OU,No,No
11854,224338,88.9376806,404,404,F,OC,OU,No,MSM
11855,224349,88.9376806,404,404,F,OC,OU,No,No
11856,224358,88.9376806,404,404,F,BCB,OU,No,No
11857,224360,88.9376806,404,404,F,BCE,OU,No,MSM
11858,224363,88.9376806,404,404,F,BCE,AU,No,MSM
11859,224365,88.9376806,404,404,F,SC,OU,No,No
11860,224380,88.9376806,404,404,M,BCE,OU,No,MSM
11861,224388,88.9376806,404,404,M,SC,SVU,No,No
11862,224389,88.9376806,404,404,F,BCD,OU,No,No
11863,224404,88.9376806,404,404,M,ST,OU,No,No
11864,224406,88.9376806,404,404,M,OC,OU,No,No
11865,224408,88.9376806,404,404,M,BCC,OU,No,No
11866,224417,88.9376806,404,404,F,BCB,OU,No,No
11867,224428,88.9376806,404,404,F,ST,OU,No,No
11868,224447,88.9376806,404,404,F,SC,SVU,No,No
11869,224454,88.9376806,404,404,F,OC,OU,No,No
11870,224458,88.9376806,404,404,F,BCB,AU,No,No
11871,224476,88.9376806,404,404,M,ST,AU,No,No
11872,224493,88.9376806,404,404,F,BCB,OU,No,No
11873,224501,88.9376806,404,404,M,SC,AU,No,No
11874,224520,88.9376806,404,404,F,BCA,OU,No,No
11875,224523,88.9376806,404,404,F,BCB,OU,No,No
11876,224532,88.9376806,404,404,F,BCA,OU,No,No
11877,224565,88.9376806,404,404,F,BCD,OU,No,No
11878,224569,88.9376806,404,404,F,BCC,AU,No,No
11879,224573,88.9376806,404,404,M,SC,OU,No,No
11880,224576,88.9376806,404,404,F,OC,OU,No,No
11881,224578,88.9376806,404,404,F,OC,OU,No,No
11882,224618,88.9376806,404,404,F,BCD,OU,No,No
11883,224639,88.9376806,404,404,F,SC,SVU,No,No
11884,224642,88.9376806,404,404,F,BCE,OU,No,MSM
11885,224700,88.9376806,404,404,F,BCE,OU,No,MSM
11886,224759,88.9376806,404,404,F,OC,SVU,No,No
11887,224789,88.9376806,404,404,F,OC,OU,No,No
11888,224829,88.9376806,404,404,F,OC,OU,No,No
11889,224837,88.9376806,404,404,F,BCB,AU,No,No
11890,224857,88.9376806,404,404,F,BCB,OU,No,No
11891,224883,88.9376806,404,404,F,OC,OU,No,No
11892,224963,88.9376806,404,404,F,OC,AU,No,No
11893,224966,88.9376806,404,404,F,OC,AU,No,No
11894,225263,88.9376806,404,404,F,SC,OU,No,No
11895,225279,88.9376806,404,404,F,BCD,OU,No,No
11896,225328,88.9376806,404,404,F,BCB,OU,No,No
11897,225376,88.9376806,404,404,M,BCB,SVU,No,No
11898,243432,88.0558973,392,11.76,M,BCA,SVU,No,No
11899,225517,88.8666514,403,403,F,OC,OU,No,MSM
11900,225519,88.8666514,403,403,F,ST,OU,No,No
11901,225530,88.8666514,403,403,F,OC,OU,No,MSM
11902,225536,88.8666514,403,403,M,BCC,AU,No,No
11903,225537,88.8666514,403,403,F,ST,OU,No,No
11904,225539,88.8666514,403,403,M,ST,OU,No,No
11905,225540,88.8666514,403,403,M,SC,AU,No,No
11906,225543,88.8666514,403,403,M,BCE,OU,No,MSM
11907,225548,88.8666514,403,403,F,OC,OU,No,MSM
11908,225550,88.8666514,403,403,F,ST,OU,No,No
11909,225556,88.8666514,403,403,M,SC,OU,No,No
11910,225557,88.8666514,403,403,F,BCE,OU,No,MSM
11911,225560,88.8666514,403,403,M,BCB,OU,No,No
11912,225578,88.8666514,403,403,F,ST,OU,No,No
11913,225581,88.8666514,403,403,M,BCE,SVU,No,MSM
11914,225588,88.8666514,403,403,F,BCA,OU,No,No
11915,225591,88.8666514,403,403,F,ST,SVU,No,No
11916,225595,88.8666514,403,403,F,BCB,OU,No,No
11917,225607,88.8666514,403,403,F,SC,OU,No,No
11918,225608,88.8666514,403,403,F,SC,OU,No,No
11919,225630,88.8666514,403,403,F,BCE,OU,No,MSM
11920,225639,88.8666514,403,403,M,OC,OU,No,MSM
11921,225641,88.8666514,403,403,F,BCA,OU,No,No
11922,225645,88.8666514,403,403,F,BCE,OU,No,MSM
11923,225649,88.8666514,403,403,F,OC,AU,No,No
11924,225654,88.8666514,403,403,F,BCA,OU,No,No
11925,225656,88.8666514,403,403,M,SC,OU,No,No
11926,225660,88.8666514,403,403,M,BCB,OU,No,No
11927,225687,88.8666514,403,403,M,BCA,OU,No,No
11928,225688,88.8666514,403,403,M,BCD,OU,No,No
11929,225692,88.8666514,403,403,F,ST,OU,No,No
11930,225695,88.8666514,403,403,F,BCE,SVU,No,MSM
11931,225711,88.8666514,403,403,F,BCD,OU,No,No
11932,225712,88.8666514,403,403,F,SC,OU,No,No
11933,225726,88.8666514,403,403,M,ST,OU,No,No
11934,225728,88.8666514,403,403,M,BCA,OU,No,No
11935,225731,88.8666514,403,403,F,BCE,AU,No,MSM
11936,225738,88.8666514,403,403,M,SC,OU,No,No
11937,225746,88.8666514,403,403,M,BCE,OU,No,MSM
11938,225768,88.8666514,403,403,F,OC,OU,No,No
11939,225775,88.8666514,403,403,F,SC,OU,No,No
11940,225776,88.8666514,403,403,F,ST,SVU,No,No
11941,225794,88.8666514,403,403,F,ST,OU,No,No
11942,225807,88.8666514,403,403,F,OC,OU,No,MSM
11943,225814,88.8666514,403,403,F,BCD,SVU,No,No
11944,225817,88.8666514,403,403,M,ST,OU,No,No
11945,225818,88.8666514,403,403,F,BCD,OU,No,No
11946,225826,88.8666514,403,403,F,SC,SVU,No,No
11947,225832,88.8666514,403,403,F,BCE,OU,No,MSM
11948,225861,88.8666514,403,403,M,BCD,OU,No,No
11949,225871,88.8666514,403,403,M,BCD,OU,No,No
11950,225904,88.8666514,403,403,F,BCA,OU,No,No
11951,225908,88.8666514,403,403,M,ST,OU,No,No
11952,225945,88.8666514,403,403,F,ST,OU,No,No
11953,225956,88.8666514,403,403,M,SC,AU,No,No
11954,225992,88.8666514,403,403,F,BCA,AU,No,No
11955,226007,88.8666514,403,403,F,BCE,OU,No,MSM
11956,226026,88.8666514,403,403,F,SC,AU,No,No
11957,226044,88.8666514,403,403,M,ST,OU,No,No
11958,226050,88.8666514,403,403,F,BCE,OU,No,MSM
11959,226056,88.8666514,403,403,F,BCD,OU,No,No
11960,226066,88.8666514,403,403,M,BCB,OU,No,No
11961,226122,88.8666514,403,403,F,SC,OU,No,No
11962,226123,88.8666514,403,403,M,BCE,SVU,No,MSM
11963,226129,88.8666514,403,403,F,BCB,AU,No,No
11964,226141,88.8666514,403,403,M,OC,OU,No,No
11965,226170,88.8666514,403,403,F,BCB,OU,No,No
11966,226183,88.8666514,403,403,F,OC,AU,No,No
11967,226189,88.8666514,403,403,M,BCB,OU,No,No
11968,226191,88.8666514,403,403,F,BCB,OU,No,No
11969,226248,88.8666514,403,403,F,ST,AU,No,No
11970,226277,88.8666514,403,403,M,BCD,OU,No,No
11971,226301,88.8666514,403,403,F,SC,OU,No,No
11972,226329,88.8666514,403,403,F,OC,OU,No,No
11973,226334,88.8666514,403,403,F,BCE,SVU,No,MSM
11974,226381,88.8666514,403,403,F,OC,OU,No,No
11975,226382,88.8666514,403,403,M,OC,OU,No,MSM
11976,226393,88.8666514,403,403,M,SC,SVU,No,No
11977,226496,88.8666514,403,403,F,BCD,OU,No,No
11978,226579,88.8666514,403,403,F,OC,NL,No,No
11979,226633,88.8666514,403,403,F,BCB,OU,No,No
11980,226713,88.8666514,403,403,F,BCD,OU,No,No
11981,226737,88.8666514,403,403,F,OC,OU,No,No
11982,226784,88.8666514,403,403,F,BCE,OU,No,MSM
11983,226819,88.8666514,403,403,F,BCB,OU,No,No
11984,226820,88.8666514,403,403,M,BCB,OU,No,MSM
11985,226909,88.8666514,403,403,F,OC,OU,No,No
11986,226917,88.8666514,403,403,F,BCE,OU,No,MSM
11987,226966,88.7967503,402,402,M,OC,OU,No,No
11988,226969,88.7967503,402,402,F,OC,SVU,No,No
11989,226971,88.7967503,402,402,F,BCB,OU,No,No
11990,226975,88.7967503,402,402,F,SC,AU,No,No
11991,226981,88.7967503,402,402,F,BCE,OU,No,MSM
11992,226985,88.7967503,402,402,M,ST,OU,No,No
11993,226996,88.7967503,402,402,F,ST,OU,No,No
11994,227000,88.7967503,402,402,F,OC,AU,No,No
11995,227004,88.7967503,402,402,F,ST,AU,No,No
11996,227021,88.7967503,402,402,M,SC,OU,No,No
11997,227027,88.7967503,402,402,M,SC,OU,No,No
11998,227028,88.7967503,402,402,M,BCE,OU,No,MSM
11999,227029,88.7967503,402,402,F,OC,OU,No,No
12000,227036,88.7967503,402,402,F,OC,AU,No,No
12001,227038,88.7967503,402,402,F,BCD,OU,No,No
12002,227042,88.7967503,402,402,F,BCE,OU,No,MSM
12003,227045,88.7967503,402,402,F,BCD,OU,No,No
12004,227051,88.7967503,402,402,F,ST,OU,No,No
12005,227062,88.7967503,402,402,F,BCD,OU,No,No
12006,227068,88.7967503,402,402,F,OC,OU,No,No
12007,227072,88.7967503,402,402,F,ST,OU,No,No
12008,227098,88.7967503,402,402,F,BCE,OU,No,MSM
12009,227101,88.7967503,402,402,F,OC,AU,No,MSM
12010,227108,88.7967503,402,402,F,ST,OU,No,No
12011,227110,88.7967503,402,402,F,OC,OU,No,MSM
12012,227118,88.7967503,402,402,M,SC,OU,No,No
12013,227120,88.7967503,402,402,M,SC,OU,No,No
12014,227136,88.7967503,402,402,M,SC,OU,No,No
12015,227150,88.7967503,402,402,F,BCE,OU,No,MSM
12016,227161,88.7967503,402,402,F,SC,OU,No,No
12017,227166,88.7967503,402,402,F,SC,OU,No,No
12018,227207,88.7967503,402,402,M,SC,AU,No,No
12019,227225,88.7967503,402,402,F,ST,SVU,No,No
12020,227227,88.7967503,402,402,M,BCB,OU,No,No
12021,227244,88.7967503,402,402,F,ST,OU,No,No
12022,227245,88.7967503,402,402,F,OC,OU,No,MSM
12023,227248,88.7967503,402,402,F,OC,OU,No,No
12024,227258,88.7967503,402,402,F,BCB,OU,No,No
12025,227280,88.7967503,402,402,M,OC,OU,No,No
12026,227283,88.7967503,402,402,F,SC,AU,No,No
12027,227294,88.7967503,402,402,F,BCD,OU,No,No
12028,227325,88.7967503,402,402,F,SC,OU,No,No
12029,227326,88.7967503,402,402,F,SC,AU,No,No
12030,227336,88.7967503,402,402,F,BCD,OU,No,No
12031,227340,88.7967503,402,402,M,BCE,OU,No,MSM
12032,227345,88.7967503,402,402,F,SC,AU,No,No
12033,227347,88.7967503,402,402,F,OC,SVU,No,No
12034,227365,88.7967503,402,402,F,OC,AU,No,No
12035,227392,88.7967503,402,402,F,BCE,OU,No,MSM
12036,227398,88.7967503,402,402,F,BCD,OU,No,No
12037,227401,88.7967503,402,402,F,BCD,OU,No,No
12038,227409,88.7967503,402,402,M,BCE,OU,No,MSM
12039,227420,88.7967503,402,402,F,BCA,OU,No,No
12040,227428,88.7967503,402,402,F,BCE,OU,No,MSM
12041,227429,88.7967503,402,402,F,BCB,OU,No,No
12042,227487,88.7967503,402,402,M,BCD,OU,No,No
12043,227530,88.7967503,402,402,M,SC,AU,No,No
12044,227548,88.7967503,402,402,F,SC,AU,No,No
12045,227574,88.7967503,402,402,F,OC,AU,No,No
12046,227576,88.7967503,402,402,M,OC,OU,No,No
12047,227589,88.7967503,402,402,F,OC,AU,No,No
12048,227609,88.7967503,402,402,F,SC,OU,No,No
12049,227612,88.7967503,402,402,M,BCA,OU,No,No
12050,227691,88.7967503,402,402,M,BCE,SVU,No,MSM
12051,227713,88.7967503,402,402,M,BCD,OU,No,No
12052,227735,88.7967503,402,402,M,SC,OU,No,No
12053,227748,88.7967503,402,402,F,BCA,OU,No,No
12054,227800,88.7967503,402,402,F,BCE,SVU,No,MSM
12055,227856,88.7967503,402,402,M,OC,AU,No,No
12056,227866,88.7967503,402,402,M,BCA,AU,No,No
12057,227871,88.7967503,402,402,F,BCE,OU,No,MSM
12058,228001,88.7967503,402,402,F,BCB,OU,No,No
12059,228013,88.7967503,402,402,F,ST,AU,No,No
12060,228019,88.7967503,402,402,F,OC,AU,No,No
12061,228065,88.7967503,402,402,M,SC,OU,No,No
12062,228084,88.7967503,402,402,M,SC,OU,No,No
12063,228311,88.7967503,402,402,F,OC,OU,No,No
12064,228336,88.7967503,402,402,F,SC,OU,No,No
12065,228391,88.7286642,401,401,M,ST,OU,No,No
12066,228398,88.7286642,401,401,M,BCB,OU,No,No
12067,228407,88.7286642,401,401,M,SC,AU,No,No
12068,228408,88.7286642,401,401,F,BCB,OU,No,No
12069,228411,88.7286642,401,401,F,BCC,AU,No,No
12070,228416,88.7286642,401,401,F,SC,AU,No,No
12071,228418,88.7286642,401,401,F,BCB,OU,No,MSM
12072,228421,88.7286642,401,401,M,SC,OU,No,No
12073,228422,88.7286642,401,401,F,BCE,OU,No,MSM
12074,228425,88.7286642,401,401,M,OC,AU,No,MSM
12075,228428,88.7286642,401,401,M,SC,OU,No,No
12076,228440,88.7286642,401,401,F,SC,OU,No,No
12077,228464,88.7286642,401,401,F,OC,OU,No,No
12078,228468,88.7286642,401,401,F,SC,OU,No,No
12079,228476,88.7286642,401,401,F,BCD,OU,No,No
12080,228477,88.7286642,401,401,M,BCB,AU,No,No
12081,228478,88.7286642,401,401,M,OC,OU,No,No
12082,228479,88.7286642,401,401,F,BCE,SVU,No,MSM
12083,228480,88.7286642,401,401,F,BCA,OU,No,No
12084,228483,88.7286642,401,401,M,OC,OU,No,No
12085,228487,88.7286642,401,401,F,ST,OU,No,No
12086,228489,88.7286642,401,401,M,OC,SVU,No,No
12087,228492,88.7286642,401,401,M,SC,OU,No,No
12088,228494,88.7286642,401,401,M,ST,AU,No,No
12089,228495,88.7286642,401,401,F,SC,AU,No,No
12090,228506,88.7286642,401,401,F,BCD,OU,No,No
12091,228515,88.7286642,401,401,F,BCB,SVU,No,No
12092,228524,88.7286642,401,401,F,OC,AU,No,No
12093,228537,88.7286642,401,401,F,SC,OU,No,No
12094,228540,88.7286642,401,401,F,OC,OU,No,No
12095,228543,88.7286642,401,401,F,BCB,OU,No,No
12096,228546,88.7286642,401,401,F,OC,OU,No,No
12097,228550,88.7286642,401,401,M,SC,OU,No,No
12098,228552,88.7286642,401,401,F,ST,OU,No,No
12099,228559,88.7286642,401,401,F,SC,AU,No,No
12100,228563,88.7286642,401,401,F,SC,OU,No,No
12101,228582,88.7286642,401,401,F,SC,OU,No,No
12102,228587,88.7286642,401,401,F,BCA,OU,No,No
12103,228589,88.7286642,401,401,F,SC,AU,No,No
12104,228612,88.7286642,401,401,F,OC,OU,No,No
12105,228613,88.7286642,401,401,F,SC,OU,No,No
12106,228623,88.7286642,401,401,F,SC,OU,No,No
12107,228630,88.7286642,401,401,F,SC,SVU,No,No
12108,228640,88.7286642,401,401,F,SC,SVU,No,No
12109,228652,88.7286642,401,401,F,BCD,OU,No,No
12110,228670,88.7286642,401,401,F,SC,SVU,No,No
12111,228676,88.7286642,401,401,M,OC,OU,No,No
12112,228680,88.7286642,401,401,M,OC,OU,No,MSM
12113,228692,88.7286642,401,401,F,BCC,OU,No,No
12114,228694,88.7286642,401,401,F,OC,OU,No,No
12115,228698,88.7286642,401,401,M,ST,OU,No,No
12116,228699,88.7286642,401,401,M,OC,OU,No,MSM
12117,228711,88.7286642,401,401,F,OC,OU,No,No
12118,228723,88.7286642,401,401,M,OC,OU,No,MSM
12119,228736,88.7286642,401,401,F,OC,SVU,No,No
12120,228748,88.7286642,401,401,F,BCC,AU,No,No
12121,228810,88.7286642,401,401,M,SC,OU,No,No
12122,228820,88.7286642,401,401,M,BCA,AU,No,No
12123,228837,88.7286642,401,401,M,BCB,OU,No,No
12124,228838,88.7286642,401,401,F,BCD,OU,No,No
12125,228853,88.7286642,401,401,M,BCA,SVU,No,No
12126,228864,88.7286642,401,401,M,BCC,AU,No,No
12127,228912,88.7286642,401,401,M,ST,OU,No,No
12128,228915,88.7286642,401,401,F,BCB,OU,No,No
12129,228917,88.7286642,401,401,F,OC,OU,No,No
12130,228947,88.7286642,401,401,F,OC,OU,No,No
12131,229004,88.7286642,401,401,F,BCC,SVU,No,No
12132,229100,88.7286642,401,401,F,OC,OU,No,No
12133,229164,88.7286642,401,401,M,OC,OU,No,No
12134,229368,88.7286642,401,401,F,BCE,OU,No,MSM
12135,229417,88.7286642,401,401,F,BCE,OU,No,MSM
12136,229420,88.7286642,401,401,F,ST,OU,No,No
12137,229437,88.7286642,401,401,M,ST,OU,No,No
12138,229624,88.7286642,401,401,F,ST,OU,No,No
12139,229636,88.7286642,401,401,F,BCE,OU,No,MSM
12140,229780,88.6511599,400,400,F,BCA,OU,No,No
12141,229795,88.6511599,400,400,M,SC,AU,No,No
12142,229796,88.6511599,400,400,M,SC,OU,No,No
12143,229798,88.6511599,400,400,F,SC,OU,No,No
12144,229800,88.6511599,400,400,F,SC,AU,No,No
12145,229802,88.6511599,400,400,M,BCD,OU,No,No
12146,229810,88.6511599,400,400,F,BCB,OU,No,No
12147,229812,88.6511599,400,400,M,BCA,OU,No,No
12148,229813,88.6511599,400,400,F,OC,OU,No,MSM
12149,229815,88.6511599,400,400,M,BCD,OU,No,No
12150,229821,88.6511599,400,400,F,BCD,OU,No,No
12151,229834,88.6511599,400,400,M,OC,OU,No,No
12152,229839,88.6511599,400,400,M,OC,AU,No,No
12153,229841,88.6511599,400,400,F,OC,OU,No,No
12154,229844,88.6511599,400,400,F,SC,OU,No,No
12155,229845,88.6511599,400,400,F,SC,AU,No,No
12156,229848,88.6511599,400,400,M,BCB,OU,No,No
12157,229853,88.6511599,400,400,M,BCB,AU,No,No
12158,229862,88.6511599,400,400,F,BCB,OU,No,No
12159,229863,88.6511599,400,400,F,BCB,OU,No,No
12160,229864,88.6511599,400,400,F,SC,AU,No,No
12161,229865,88.6511599,400,400,F,SC,OU,No,No
12162,229869,88.6511599,400,400,F,BCC,OU,No,No
12163,229873,88.6511599,400,400,F,SC,OU,No,No
12164,229881,88.6511599,400,400,F,BCD,OU,No,No
12165,229899,88.6511599,400,400,F,BCE,SVU,No,MSM
12166,229901,88.6511599,400,400,F,SC,OU,No,No
12167,229902,88.6511599,400,400,F,BCB,SVU,No,No
12168,229910,88.6511599,400,400,M,BCA,OU,No,No
12169,229922,88.6511599,400,400,F,OC,OU,No,No
12170,229932,88.6511599,400,400,M,ST,OU,No,No
12171,229941,88.6511599,400,400,F,ST,OU,No,No
12172,229946,88.6511599,400,400,F,SC,SVU,No,No
12173,229947,88.6511599,400,400,M,OC,OU,No,No
12174,229953,88.6511599,400,400,M,BCB,OU,No,No
12175,229968,88.6511599,400,400,M,OC,AU,No,No
12176,229993,88.6511599,400,400,F,SC,SVU,No,No
12177,229994,88.6511599,400,400,M,BCA,OU,No,No
12178,229999,88.6511599,400,400,M,ST,OU,No,No
12179,230007,88.6511599,400,400,F,ST,OU,No,No
12180,230017,88.6511599,400,400,M,ST,AU,No,No
12181,230018,88.6511599,400,400,F,SC,OU,No,No
12182,230021,88.6511599,400,400,F,BCE,OU,No,MSM
12183,230023,88.6511599,400,400,F,BCE,OU,No,MSM
12184,230036,88.6511599,400,400,F,ST,OU,No,No
12185,230042,88.6511599,400,400,F,OC,OU,No,No
12186,230071,88.6511599,400,400,M,SC,OU,No,No
12187,230083,88.6511599,400,400,F,BCE,SVU,No,MSM
12188,230133,88.6511599,400,400,M,BCB,OU,No,No
12189,230139,88.6511599,400,400,F,BCA,OU,No,No
12190,230155,88.6511599,400,400,F,BCD,OU,No,No
12191,230158,88.6511599,400,400,M,BCD,OU,No,No
12192,230180,88.6511599,400,400,M,ST,OU,No,No
12193,230189,88.6511599,400,400,F,BCE,OU,No,MSM
12194,230224,88.6511599,400,400,M,ST,OU,No,No
12195,230245,88.6511599,400,400,F,OC,AU,No,No
12196,230250,88.6511599,400,400,F,BCE,OU,No,MSM
12197,230265,88.6511599,400,400,M,BCA,SVU,No,No
12198,230266,88.6511599,400,400,M,BCB,OU,No,No
12199,230285,88.6511599,400,400,F,BCA,SVU,No,No
12200,230308,88.6511599,400,400,F,BCB,OU,No,MSM
12201,230327,88.6511599,400,400,F,OC,OU,No,No
12202,230353,88.6511599,400,400,F,OC,OU,No,No
12203,230356,88.6511599,400,400,F,OC,AU,No,No
12204,230361,88.6511599,400,400,F,BCD,OU,No,No
12205,230384,88.6511599,400,400,M,ST,OU,No,No
12206,230388,88.6511599,400,400,F,BCD,SVU,No,No
12207,230392,88.6511599,400,400,F,BCA,AU,No,No
12208,230444,88.6511599,400,400,M,SC,AU,No,No
12209,230448,88.6511599,400,400,M,BCD,OU,No,No
12210,230451,88.6511599,400,400,F,BCB,OU,No,No
12211,230541,88.6511599,400,400,M,ST,OU,No,No
12212,230584,88.6511599,400,400,F,BCE,OU,No,MSM
12213,230641,88.6511599,400,400,M,BCE,SVU,No,MSM
12214,230707,88.6511599,400,400,F,OC,OU,No,No
12215,230743,88.6511599,400,400,F,BCA,AU,No,No
12216,230786,88.6511599,400,400,M,BCB,SVU,No,No
12217,230848,88.6511599,400,400,F,OC,OU,No,No
12218,231077,88.6511599,400,400,M,BCB,OU,No,No
12219,231136,88.6511599,400,400,M,SC,AU,No,No
12220,231369,88.5782666,399,399,M,ST,OU,No,No
12221,231375,88.5782666,399,399,F,ST,OU,No,No
12222,231379,88.5782666,399,399,M,BCD,OU,No,No
12223,231380,88.5782666,399,399,F,SC,OU,No,No
12224,231388,88.5782666,399,399,F,SC,OU,No,No
12225,231396,88.5782666,399,399,F,SC,OU,No,No
12226,231407,88.5782666,399,399,M,SC,OU,No,No
12227,231410,88.5782666,399,399,F,OC,OU,No,No
12228,231413,88.5782666,399,399,F,BCA,OU,No,No
12229,231418,88.5782666,399,399,F,BCB,OU,No,No
12230,231427,88.5782666,399,399,F,BCD,OU,No,No
12231,231432,88.5782666,399,399,M,ST,OU,No,No
12232,231434,88.5782666,399,399,M,BCE,SVU,No,MSM
12233,231450,88.5782666,399,399,F,SC,SVU,No,No
12234,231451,88.5782666,399,399,F,BCE,OU,No,MSM
12235,231455,88.5782666,399,399,M,ST,OU,No,No
12236,231457,88.5782666,399,399,F,OC,OU,No,No
12237,231462,88.5782666,399,399,F,BCB,OU,No,No
12238,231466,88.5782666,399,399,F,OC,OU,No,MSM
12239,231468,88.5782666,399,399,F,BCC,AU,No,No
12240,231471,88.5782666,399,399,F,BCB,AU,No,No
12241,231472,88.5782666,399,399,F,BCE,OU,No,MSM
12242,231482,88.5782666,399,399,F,BCA,SVU,No,No
12243,231489,88.5782666,399,399,F,SC,OU,No,No
12244,231519,88.5782666,399,399,F,BCE,OU,No,MSM
12245,231521,88.5782666,399,399,F,SC,OU,No,No
12246,231522,88.5782666,399,399,F,BCB,OU,No,No
12247,231531,88.5782666,399,399,M,SC,OU,No,No
12248,231539,88.5782666,399,399,M,SC,SVU,No,No
12249,231540,88.5782666,399,399,F,BCB,OU,No,No
12250,231552,88.5782666,399,399,M,SC,AU,No,No
12251,231556,88.5782666,399,399,F,ST,AU,No,No
12252,231562,88.5782666,399,399,F,SC,AU,No,No
12253,231567,88.5782666,399,399,M,BCD,OU,No,No
12254,231573,88.5782666,399,399,F,SC,SVU,No,No
12255,231575,88.5782666,399,399,M,SC,AU,No,No
12256,231580,88.5782666,399,399,M,BCD,OU,No,No
12257,231588,88.5782666,399,399,F,ST,OU,No,No
12258,231589,88.5782666,399,399,F,SC,SVU,No,No
12259,231615,88.5782666,399,399,F,OC,OU,No,MSM
12260,231619,88.5782666,399,399,F,OC,OU,No,No
12261,231631,88.5782666,399,399,F,OC,OU,No,No
12262,231637,88.5782666,399,399,F,SC,OU,No,No
12263,231654,88.5782666,399,399,F,BCB,OU,No,No
12264,231677,88.5782666,399,399,F,SC,OU,No,No
12265,231688,88.5782666,399,399,M,SC,OU,No,No
12266,231693,88.5782666,399,399,M,BCE,AU,No,MSM
12267,231695,88.5782666,399,399,M,ST,OU,No,No
12268,231707,88.5782666,399,399,F,OC,OU,No,No
12269,231715,88.5782666,399,399,M,OC,OU,No,No
12270,231729,88.5782666,399,399,F,OC,OU,No,No
12271,231731,88.5782666,399,399,F,BCE,OU,No,MSM
