     ,COLLEGE                                                        ,RANK    ,LOC ,CAT ,SX ,EWS ,PHASE
 748 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 478182 ,AU  ,BCE ,M  ,NO  ,P5
 749 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 518523 ,OU  ,OC  ,F  ,NO  ,P4
 750 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 531317 ,NL  ,OC  ,F  ,NO  ,P1
 751 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 542786 ,OU  ,OC  ,M  ,NO  ,P3
 752 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 557996 ,NL  ,OC  ,M  ,NO  ,P4
 753 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 577120 ,OU  ,BCD ,M  ,NO  ,P4
 754 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 599671 ,OU  ,OC  ,M  ,NO  ,P5
 755 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 637117 ,OU  ,BCE ,M  ,NO  ,P5
 756 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 639047 ,NL  ,OC  ,F  ,NO  ,P2
 757 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 642694 ,NL  ,SC  ,M  ,NO  ,P1
 758 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 646921 ,OU  ,BCE ,M  ,NO  ,P3
 759 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 661202 ,NL  ,OC  ,M  ,NO  ,P1
 760 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 677911 ,NL  ,OC  ,F  ,NO  ,P1
 761 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 705387 ,NL  ,OC  ,F  ,NO  ,P1
 762 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 759462 ,OU  ,BCD ,M  ,NO  ,P5
 763 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 775967 ,OU  ,OC  ,F  ,NO  ,P5
 764 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 818337 ,NL  ,OC  ,M  ,NO  ,P1
 765 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 897145 ,NL  ,OC  ,M  ,NO  ,P1
 766 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                , 912060 ,OU  ,OC  ,M  ,NO  ,P1
 767 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                ,1093062 ,NL  ,OC  ,M  ,NO  ,P1
 768 ,"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK"                ,1215627 ,OU  ,BCC ,M  ,NO  ,P1
 769 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 107653 ,NL  ,OC  ,M  ,NO  ,P1
 770 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 108318 ,SVU ,OC  ,M  ,NO  ,P4
 771 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 112462 ,NL  ,OC  ,F  ,NO  ,P1
 772 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 115457 ,NL  ,OC  ,M  ,NO  ,P1
 773 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 118429 ,NL  ,OC  ,M  ,NO  ,P1
 774 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 119256 ,NL  ,OC  ,M  ,NO  ,P1
 775 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 123527 ,NL  ,OC  ,F  ,NO  ,P1
 776 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 123879 ,NL  ,OC  ,F  ,NO  ,P1
 777 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 205939 ,OU  ,OC  ,F  ,NO  ,P1
 778 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 288826 ,OU  ,BCD ,F  ,NO  ,P2
 779 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 294560 ,OU  ,BCB ,F  ,NO  ,P1
 780 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 300939 ,OU  ,OC  ,F  ,NO  ,P1
 781 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 310404 ,OU  ,OC  ,F  ,NO  ,P1
 782 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 326911 ,OU  ,OC  ,M  ,NO  ,P1
 783 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 329752 ,OU  ,BCE ,M  ,NO  ,P2
 784 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 330014 ,OU  ,BCA ,M  ,NO  ,P1
 785 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 335432 ,OU  ,BCA ,F  ,NO  ,P2
 786 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 347677 ,OU  ,BCE ,M  ,NO  ,P1
 787 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 349053 ,OU  ,SC  ,M  ,NO  ,P3
 788 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 349902 ,OU  ,OC  ,F  ,NO  ,P1
 789 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 351384 ,OU  ,OC  ,F  ,NO  ,P2
 790 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 353264 ,OU  ,OC  ,M  ,NO  ,P2
 791 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 353324 ,OU  ,BCD ,F  ,NO  ,P1
 792 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 355737 ,OU  ,OC  ,F  ,NO  ,P2
 793 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 358869 ,OU  ,OC  ,F  ,NO  ,P3
 794 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 362460 ,OU  ,BCD ,F  ,NO  ,P1
 795 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 363076 ,OU  ,OC  ,F  ,NO  ,P1
 796 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 364541 ,OU  ,BCD ,F  ,NO  ,P1
 797 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 369857 ,OU  ,SC  ,F  ,NO  ,P1
 798 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 373648 ,OU  ,BCD ,M  ,NO  ,P1
 799 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 374592 ,OU  ,BCD ,M  ,NO  ,P1
 800 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 375424 ,OU  ,OC  ,M  ,NO  ,P1
 801 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 377155 ,OU  ,BCB ,F  ,NO  ,P3
 802 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 379671 ,OU  ,BCB ,M  ,NO  ,P1
 803 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 383083 ,OU  ,SC  ,F  ,NO  ,P3
 804 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 383390 ,OU  ,BCE ,F  ,NO  ,P1
 805 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 384350 ,OU  ,BCE ,F  ,NO  ,P1
 806 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 393935 ,OU  ,BCA ,F  ,NO  ,P1
 807 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 394489 ,OU  ,BCB ,M  ,NO  ,P3
 808 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 396148 ,OU  ,BCA ,M  ,NO  ,P3
 809 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 398193 ,OU  ,BCB ,M  ,NO  ,P3
 810 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 398962 ,OU  ,BCB ,M  ,NO  ,P1
 811 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 401001 ,OU  ,BCA ,F  ,NO  ,P1
 812 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 409805 ,OU  ,OC  ,F  ,NO  ,P1
 813 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 409840 ,OU  ,BCD ,M  ,NO  ,P1
 814 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 412814 ,OU  ,OC  ,F  ,NO  ,P1
 815 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 414619 ,OU  ,BCB ,M  ,NO  ,P1
 816 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 415419 ,OU  ,OC  ,M  ,NO  ,P1
 817 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 420746 ,OU  ,OC  ,M  ,NO  ,P1
 818 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 438742 ,OU  ,OC  ,F  ,NO  ,P1
 819 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 465736 ,OU  ,BCB ,F  ,NO  ,P4
 820 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 484081 ,OU  ,BCD ,M  ,NO  ,P4
 821 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 494878 ,OU  ,BCC ,F  ,NO  ,P4
 822 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 518434 ,OU  ,OC  ,M  ,NO  ,P4
 823 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 551338 ,NL  ,OC  ,M  ,NO  ,P4
 824 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 556700 ,OU  ,OC  ,F  ,NO  ,P3
 825 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 564669 ,OU  ,BCE ,F  ,NO  ,P4
 826 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 609730 ,OU  ,SC  ,F  ,NO  ,P5
 827 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 654001 ,AU  ,OC  ,F  ,NO  ,P3
 828 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 689546 ,OU  ,OC  ,F  ,NO  ,P3
 829 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 730221 ,SVU ,BCB ,M  ,NO  ,P2
 830 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 742970 ,OU  ,BCB ,F  ,NO  ,P4
 831 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 760242 ,OU  ,BCE ,F  ,NO  ,P4
 832 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 762765 ,OU  ,OC  ,M  ,NO  ,P3
 833 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 763030 ,OU  ,BCD ,F  ,NO  ,P3
 834 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 815906 ,NL  ,SC  ,M  ,NO  ,P5
 835 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 816289 ,NL  ,OC  ,F  ,NO  ,P2
 836 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 857448 ,OU  ,OC  ,F  ,NO  ,P2
 837 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 874108 ,OU  ,SC  ,M  ,NO  ,P3
 838 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 882573 ,OU  ,BCD ,M  ,NO  ,P3
 839 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 931470 ,OU  ,OC  ,M  ,NO  ,P2
 840 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 969786 ,OU  ,BCB ,F  ,NO  ,P3
 841 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 980885 ,OU  ,OC  ,F  ,NO  ,P2
 842 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              , 986181 ,OU  ,OC  ,M  ,NO  ,P1
 843 ,"MNR MEDICAL COLLEGE, SANGAREDDY"                              ,1092939 ,NL  ,SC  ,F  ,NO  ,P2
 844 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,  94306 ,NL  ,OC  ,F  ,NO  ,P2
 845 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,  95457 ,NL  ,OC  ,M  ,NO  ,P2
 846 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,  96423 ,NL  ,OC  ,M  ,NO  ,P2
 847 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,  99893 ,NL  ,OC  ,F  ,NO  ,P3
 848 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 101510 ,NL  ,OC  ,M  ,NO  ,P3
 849 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 104772 ,NL  ,OC  ,F  ,NO  ,P1
 850 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 106106 ,NL  ,OC  ,M  ,NO  ,P1
 851 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 108303 ,NL  ,OC  ,M  ,NO  ,P4
 852 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 110792 ,NL  ,OC  ,F  ,NO  ,P1
 853 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 114443 ,NL  ,OC  ,M  ,NO  ,P1
 854 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 115359 ,NL  ,OC  ,F  ,NO  ,P1
 855 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 119494 ,NL  ,OC  ,M  ,NO  ,P1
 856 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 119546 ,NL  ,OC  ,F  ,NO  ,P1
 857 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 188102 ,OU  ,OC  ,M  ,NO  ,P1
 858 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 248726 ,OU  ,SC  ,M  ,NO  ,P2
 859 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 251880 ,OU  ,BCD ,F  ,NO  ,P1
 860 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 253839 ,OU  ,BCD ,M  ,NO  ,P1
 861 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 257500 ,OU  ,OC  ,M  ,NO  ,P1
 862 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 262063 ,OU  ,ST  ,M  ,NO  ,P1
 863 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 267266 ,OU  ,OC  ,M  ,NO  ,P1
 864 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 282238 ,OU  ,BCD ,M  ,NO  ,P1
 865 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 289321 ,OU  ,OC  ,F  ,NO  ,P1
 866 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 289606 ,OU  ,BCA ,M  ,NO  ,P1
 867 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 299285 ,OU  ,SC  ,M  ,NO  ,P2
 868 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 301083 ,OU  ,BCA ,F  ,NO  ,P1
 869 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 303329 ,OU  ,ST  ,F  ,NO  ,P1
 870 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 303800 ,OU  ,OC  ,F  ,NO  ,P2
 871 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 306554 ,OU  ,BCE ,M  ,NO  ,P2
 872 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 306953 ,OU  ,OC  ,F  ,NO  ,P2
 873 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 308797 ,OU  ,ST  ,M  ,NO  ,P1
 874 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 316480 ,OU  ,BCB ,F  ,NO  ,P1
 875 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 318285 ,OU  ,BCA ,F  ,NO  ,P2
 876 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 320189 ,OU  ,OC  ,F  ,NO  ,P2
 877 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 320213 ,OU  ,ST  ,M  ,NO  ,P2
 878 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 321950 ,OU  ,BCA ,M  ,NO  ,P1
 879 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 322197 ,OU  ,OC  ,F  ,NO  ,P1
 880 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 322206 ,OU  ,BCB ,F  ,NO  ,P2
 881 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 323642 ,OU  ,BCD ,F  ,NO  ,P1
 882 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 327588 ,OU  ,BCA ,M  ,NO  ,P3
 883 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 329479 ,OU  ,OC  ,M  ,NO  ,P1
 884 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 331833 ,OU  ,BCD ,F  ,NO  ,P1
 885 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 338073 ,OU  ,OC  ,M  ,NO  ,P2
 886 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 340336 ,OU  ,BCD ,F  ,NO  ,P3
 887 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 341494 ,OU  ,BCB ,M  ,NO  ,P1
 888 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 345001 ,AU  ,BCD ,M  ,NO  ,P3
 889 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 345324 ,OU  ,BCA ,F  ,NO  ,P1
 890 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 347494 ,OU  ,OC  ,F  ,NO  ,P3
 891 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 350394 ,OU  ,BCD ,M  ,NO  ,P1
 892 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 351141 ,OU  ,OC  ,M  ,NO  ,P1
 893 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 351564 ,OU  ,OC  ,F  ,NO  ,P1
 894 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 351919 ,OU  ,OC  ,F  ,NO  ,P1
 895 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 353160 ,OU  ,BCB ,F  ,NO  ,P3
 896 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 354406 ,OU  ,BCB ,F  ,NO  ,P1
 897 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 355398 ,OU  ,BCB ,F  ,NO  ,P1
 898 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 359434 ,OU  ,OC  ,F  ,NO  ,P1
 899 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 359687 ,OU  ,BCB ,F  ,NO  ,P1
 900 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 360433 ,OU  ,SC  ,F  ,NO  ,P1
 901 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 362011 ,OU  ,BCB ,F  ,NO  ,P1
 902 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 362686 ,OU  ,BCD ,M  ,NO  ,P1
 903 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 362724 ,OU  ,OC  ,M  ,NO  ,P1
 904 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 363441 ,OU  ,BCD ,M  ,NO  ,P1
 905 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 363597 ,OU  ,ST  ,M  ,NO  ,P1
 906 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 364165 ,OU  ,SC  ,F  ,NO  ,P1
 907 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 365978 ,OU  ,BCD ,F  ,NO  ,P1
 908 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 367433 ,OU  ,OC  ,M  ,NO  ,P1
 909 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 368664 ,OU  ,BCA ,F  ,NO  ,P1
 910 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 368784 ,OU  ,OC  ,F  ,NO  ,P1
 911 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 370476 ,OU  ,OC  ,F  ,NO  ,P3
 912 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 371870 ,OU  ,BCD ,F  ,NO  ,P3
 913 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 372207 ,OU  ,OC  ,M  ,NO  ,P1
 914 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 372339 ,OU  ,BCD ,M  ,NO  ,P3
 915 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 372733 ,OU  ,BCE ,M  ,NO  ,P1
 916 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 374099 ,OU  ,BCD ,F  ,NO  ,P1
 917 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 374520 ,OU  ,SC  ,M  ,NO  ,P1
 918 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 376499 ,OU  ,BCD ,F  ,NO  ,P3
 919 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 378691 ,OU  ,ST  ,F  ,NO  ,P3
 920 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 379510 ,OU  ,OC  ,F  ,NO  ,P1
 921 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 379654 ,OU  ,ST  ,F  ,NO  ,P3
 922 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 379769 ,OU  ,OC  ,F  ,NO  ,P3
 923 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 380673 ,OU  ,BCB ,M  ,NO  ,P1
 924 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 381882 ,OU  ,OC  ,F  ,NO  ,P1
 925 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 382777 ,OU  ,OC  ,F  ,NO  ,P1
 926 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 383283 ,OU  ,BCB ,F  ,NO  ,P1
 927 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 389893 ,OU  ,BCB ,F  ,NO  ,P1
 928 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 390149 ,OU  ,ST  ,M  ,NO  ,P1
 929 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 390604 ,OU  ,OC  ,F  ,NO  ,P1
 930 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 390918 ,OU  ,BCD ,F  ,NO  ,P1
 931 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 391668 ,OU  ,OC  ,M  ,NO  ,P1
 932 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 426560 ,OU  ,OC  ,F  ,NO  ,P3
 933 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 467365 ,OU  ,OC  ,M  ,NO  ,P1
 934 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 495121 ,NL  ,OC  ,F  ,NO  ,P2
 935 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 516496 ,NL  ,OC  ,F  ,NO  ,P5
 936 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 522063 ,OU  ,BCD ,M  ,NO  ,P2
 937 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 592554 ,OU  ,OC  ,M  ,NO  ,P4
 938 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 601730 ,OU  ,OC  ,M  ,NO  ,P4
 939 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 602815 ,OU  ,OC  ,F  ,NO  ,P5
 940 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 620828 ,OU  ,ST  ,F  ,NO  ,P4
 941 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 634249 ,OU  ,OC  ,M  ,NO  ,P5
 942 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 675231 ,OU  ,BCB ,F  ,NO  ,P4
 943 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 678105 ,OU  ,BCD ,F  ,NO  ,P4
 944 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 690535 ,OU  ,OC  ,M  ,NO  ,P2
 945 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 695998 ,OU  ,OC  ,F  ,NO  ,P5
 946 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 722201 ,SVU ,BCD ,M  ,NO  ,P4
 947 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 725074 ,OU  ,OC  ,M  ,NO  ,P1
 948 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 746118 ,OU  ,OC  ,F  ,NO  ,P2
 949 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 753043 ,OU  ,OC  ,F  ,NO  ,P1
 950 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 763024 ,OU  ,BCB ,F  ,NO  ,P1
 951 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 766455 ,OU  ,BCD ,M  ,NO  ,P2
 952 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 778274 ,OU  ,OC  ,F  ,NO  ,P1
 953 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 819868 ,NL  ,OC  ,F  ,NO  ,P5
 954 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 821949 ,OU  ,SC  ,F  ,NO  ,P1
 955 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 855998 ,OU  ,OC  ,M  ,NO  ,P1
 956 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 863035 ,OU  ,OC  ,F  ,NO  ,P3
 957 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 925839 ,OU  ,BCE ,M  ,NO  ,P1
 958 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 949631 ,OU  ,BCE ,F  ,NO  ,P4
 959 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 960086 ,OU  ,OC  ,F  ,NO  ,P3
 960 ,"RVM MEDICAL COLLEGE, MULUGU"                                  , 983046 ,OU  ,OC  ,F  ,NO  ,P1
 961 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,1005545 ,OU  ,BCB ,M  ,NO  ,P2
 962 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,1021100 ,OU  ,BCD ,M  ,NO  ,P1
 963 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,1021981 ,OU  ,BCD ,F  ,NO  ,P1
 964 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,1060164 ,SVU ,SC  ,M  ,NO  ,P2
 965 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,1062396 ,OU  ,BCB ,M  ,NO  ,P1
 966 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,1093673 ,OU  ,BCE ,M  ,NO  ,P3
 967 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,1113215 ,OU  ,BCC ,F  ,NO  ,P1
 968 ,"RVM MEDICAL COLLEGE, MULUGU"                                  ,1163337 ,OU  ,BCB ,F  ,NO  ,P2
 969 ,"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET"              ,  97342 ,NL  ,OC  ,F  ,NO  ,P1
 970 ,"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET"              , 105794 ,NL  ,OC  ,M  ,NO  ,P3
 971 ,"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET"              , 106580 ,NL  ,OC  ,M  ,NO  ,P3
 972 ,"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET"              , 120029 ,NL  ,OC  ,F  ,NO  ,P1
