COLLEGE,RANK,LOC,CAT,SX,MINOR,NRI,ACDS,EWS,PHASE
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",204149,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",205488,OU,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",212962,OU,OC,M,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",214217,OU,BCB,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",214556,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",217163,OU,BCD,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",217929,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",218528,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",219715,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",222563,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",224778,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",225871,OU,BCD,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",229100,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",229164,OU,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",229922,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",230584,OU,BCE,F,MSM,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",231414,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",231799,OU,BCB,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",233023,OU,BCD,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",235022,OU,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",235828,OU,BCE,F,MSM,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",235916,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",236638,OU,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",237821,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",240631,OU,BCB,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",241982,OU,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",246894,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",249437,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",249896,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",250333,OU,BCE,F,MSM,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",252613,OU,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",252739,OU,BCB,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",253430,OU,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",253526,OU,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",254141,OU,OC,F,MSM,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",455546,NL,BCE,F,MSM,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",473531,OU,OC,F,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",573783,OU,OC,F,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",611066,OU,OC,F,MSM,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",612924,OU,OC,F,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",656181,OU,OC,M,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",682465,OU,OC,F,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",702088,OU,OC,F,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",712880,OU,OC,F,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",750273,OU,BCB,M,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",829504,OU,OC,F,MSM,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",835395,NL,OC,M,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",858728,NL,OC,F,MSM,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",894644,OU,OC,M,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",949789,OU,BCB,F,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",954494,OU,OC,M,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",958689,NL,OC,M,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",991266,OU,OC,F,MSM,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",999874,OU,OC,M,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",1069682,OU,BCB,F,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",1185903,OU,ST,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",112206,NL,OC,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",115107,NL,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",122334,NL,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",122822,NL,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",123637,NL,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",125553,NL,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",126925,SVU,BCB,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",128202,NL,OC,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",239217,OU,BCB,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",242046,OU,BCB,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",245269,OU,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",259913,OU,SC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",262088,OU,BCD,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",288361,OU,OC,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",292460,OU,BCB,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",297852,OU,BCA,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",308077,OU,BCB,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",308369,OU,BCB,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",311601,OU,BCD,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",313978,OU,SC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",316416,OU,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",324009,OU,BCB,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",326921,OU,BCA,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",327869,OU,OC,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",330234,OU,BCD,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",337523,OU,SC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",338747,OU,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",342006,OU,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",342945,NL,OC,F,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",344062,OU,OC,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",345153,OU,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",347333,OU,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",347513,OU,BCA,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",349053,OU,SC,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",355714,OU,BCE,M,MSM,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",357476,OU,OC,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",357502,OU,OC,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",359915,OU,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",364406,OU,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",365768,OU,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",366685,OU,BCE,M,MSM,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",372339,OU,BCD,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",372352,OU,BCE,M,MSM,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",378750,OU,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",380626,OU,BCD,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",380907,OU,BCD,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",383392,OU,BCD,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",383645,OU,BCD,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",385264,OU,OC,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",385730,OU,BCE,F,MSM,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",388248,OU,SC,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",388272,OU,BCB,M,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",389234,OU,BCD,F,,,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",480959,AU,BCB,M,MSM,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",546233,NL,OC,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",573800,NL,OC,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",577920,OU,BCB,F,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",660674,OU,OC,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",685944,OU,BCD,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",747455,SVU,OC,F,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",762061,OU,BCD,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",769388,OU,BCD,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",780408,NL,OC,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",783217,OU,ST,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",818653,OU,OC,F,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",834648,OU,BCD,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",859264,OU,ST,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",861521,OU,SC,F,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",880650,OU,BCB,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",912745,OU,OC,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",922558,NL,OC,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",954884,OU,OC,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",956089,NL,BCB,M,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",965441,OU,BCA,F,,NRI,,,P1
"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA",1007931,NL,BCB,M,,NRI,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",RANK,,,,,NRI,,,
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",106666,NL,OC,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",111372,NL,OC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",120215,NL,OC,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",120849,NL,OC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",125363,NL,OC,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",125804,NL,BCB,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",127443,NL,OC,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",127580,NL,OC,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",288808,OU,SC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",317947,OU,BCD,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",322298,OU,BCD,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",340287,OU,BCD,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",355594,OU,BCB,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",361695,OU,BCE,F,MSM,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",391860,OU,ST,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",394489,OU,BCB,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",396447,OU,OC,F,,NRI,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",402949,OU,BCA,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",403192,OU,OC,F,MSM,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",403232,OU,SC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",412869,OU,OC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",413142,OU,BCE,M,MSM,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",417066,OU,OC,M,MSM,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",417269,OU,ST,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",421716,OU,SC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",428391,OU,BCB,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",437087,OU,BCE,F,MSM,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",442233,OU,BCE,M,MSM,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",442971,OU,ST,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",443890,OU,ST,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",444404,OU,OC,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",444460,OU,OC,M,MSM,NRI,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",444807,OU,OC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",445801,OU,BCD,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",446284,OU,BCB,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",446840,OU,OC,F,,NRI,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",447977,OU,OC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",448610,OU,OC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",449479,OU,BCD,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",450577,OU,OC,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",451067,OU,BCD,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",451809,OU,OC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",453031,OU,OC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",453485,OU,BCD,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",453641,OU,BCD,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",455155,OU,OC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",458728,OU,BCB,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",459430,OU,BCB,M,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",460351,OU,OC,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",460558,OU,ST,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",462936,OU,BCD,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",463056,OU,BCB,F,,,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",599857,NL,OC,F,,NRI,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",665196,NL,OC,F,MSM,NRI,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",708969,AU,OC,M,,NRI,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",944793,NL,OC,M,,NRI,,,P1
"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",1181716,NL,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",66171,NL,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",75503,NL,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",77467,NL,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",78802,AU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",83601,NL,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",83870,NL,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",83944,NL,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",86787,NL,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",87708,NL,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",88140,NL,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",90356,NL,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",127798,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",137327,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",140543,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",140729,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",146747,OU,BCB,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",147975,NL,BCB,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",151119,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",162620,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",164205,OU,BCB,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",167771,OU,BCD,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",172937,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",175942,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",177581,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",178826,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",180203,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",180935,OU,BCD,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",182868,OU,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",185291,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",187909,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",187972,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",188164,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",188466,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",189387,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",189453,OU,BCD,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",190818,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",194436,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",195009,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",196290,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",196888,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",197497,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",197998,OU,BCD,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",200068,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",201231,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",201787,OU,BCD,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",202970,OU,BCB,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",204120,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",205624,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",206845,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",207020,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",207219,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",208547,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",208792,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",209099,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",209704,OU,BCB,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",210222,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",211128,OU,BCD,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",211219,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",211285,OU,BCD,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",211308,OU,BCD,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",212430,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",212516,OU,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",212919,OU,BCB,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",214034,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",214407,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",215189,OU,BCD,M,,,,,P1
