NEET Rank,NEET Roll No,NEET Score,Gender,Category,Local,EWS,State Rank
59124,4201360181,556,F,OC,OU,NO,2000
59127,1205130391,556,M,BCD,SVU,NO,2001
59141,1205090424,556,M,BCD,AU,NO,2002
59150,1203020407,556,F,BCD,SVU,NO,2003
59237,1205020363,556,F,OC,AU,NO,2004
59387,1205160260,556,F,OC,SVU,YES,2005
59409,1205020230,556,F,BCA,AU,NO,2006
59440,1219010111,556,M,OC,SVU,NO,2007
59522,1205110394,556,M,OC,AU,YES,2008
59581,1220010677,556,M,BCC,AU,NO,2009
59591,1201030283,556,F,BCA,AU,NO,2010
59592,1229020229,556,M,BCD,AU,NO,2011
59639,1205010321,555,F,OC,AU,NO,2012
59641,4201010412,555,M,BCB,OU,NO,2013
59660,1205270048,555,M,BCA,AU,NO,2014
59662,1202070084,555,F,BCD,SVU,NO,2015
59663,1201080329,555,F,OC,AU,YES,2016
59675,1225010554,555,F,BCA,AU,NO,2017
59680,1206050461,555,M,OC,AU,NO,2018
59687,1220050236,555,M,OC,AU,NO,2019
59693,1204070072,555,F,OC,SVU,NO,2020
59702,1205270122,555,M,OC,AU,YES,2021
59712,1214010119,555,M,BCA,AU,NO,2022
59751,1206130171,555,F,BCD,AU,NO,2023
59752,4201220158,555,F,OC,NL,NO,2024
59756,1205260119,555,M,BCA,SVU,NO,2025
59764,1205050464,555,F,OC,AU,NO,2026
59791,1204080351,555,M,OC,SVU,NO,2027
59806,1201030353,555,F,OC,AU,YES,2028
59815,1201050300,555,F,OC,AU,YES,2029
59817,1206010220,555,F,BCD,AU,NO,2030
59823,1205010374,555,F,OC,SVU,NO,2031
59877,1205130088,555,F,OC,AU,YES,2032
59880,1205190409,555,M,OC,SVU,YES,2033
59893,1224030192,555,F,OC,AU,NO,2034
59916,1204070056,555,M,SC,SVU,NO,2035
59962,1201040334,555,F,OC,AU,YES,2036
59977,1204040371,555,M,BCD,SVU,NO,2037
60011,1204010946,555,F,BCA,SVU,NO,2038
60021,1205010317,555,M,OC,APNL,NO,2039
60047,4219070240,555,M,OC,SVU,NO,2040
60085,1206040056,555,F,OC,AU,NO,2041
60118,1204040104,555,F,OC,SVU,NO,2042
60189,1206060239,555,M,BCD,AU,NO,2043
60228,1205070400,555,F,SC,AU,NO,2044
60347,1205030269,555,M,SC,SVU,NO,2045
60403,1205130453,555,M,OC,AU,YES,2046
60407,1205160432,555,M,OC,AU,NO,2047
60417,1205030671,555,M,BCB,SVU,NO,2048
60532,1205010900,554,F,OC,AU,YES,2049
60535,1206030380,554,F,BCD,AU,NO,2050
60544,1228010111,554,F,BCB,AU,NO,2051
60545,1205140439,554,F,OC,SVU,NO,2052
60546,1204040336,554,F,BCD,SVU,NO,2053
60552,1202030130,554,F,BCB,SVU,NO,2054
60572,1205080059,554,M,BCA,SVU,NO,2055
60579,1224030262,554,M,OC,AU,NO,2056
60583,1205150430,554,F,SC,SVU,NO,2057
60584,1222030036,554,F,SC,AU,NO,2058
60633,1206120291,554,M,BCC,AU,NO,2059
60636,1220080189,554,M,OC,AU,YES,2060
60638,1224080214,554,M,BCD,AU,NO,2061
60639,1228010174,554,F,BCA,AU,NO,2062
60650,1208020326,554,M,BCB,AU,NO,2063
60651,4219070349,554,F,OC,OU,NO,2064
60717,1202050173,554,M,BCB,SVU,NO,2065
60761,1205140219,554,F,BCA,AU,NO,2066
60765,1225020084,554,F,BCD,AU,NO,2067
60778,1212010364,554,M,BCD,SVU,NO,2068
60807,1205110503,554,M,OC,AU,YES,2069
60825,1205250335,554,F,BCA,AU,NO,2070
60836,1228030185,554,F,BCD,AU,NO,2071
60852,1212020440,554,F,OC,SVU,NO,2072
60861,1205250199,554,F,OC,AU,NO,2073
60871,1228030216,554,M,SC,AU,NO,2074
60898,4205070264,554,M,OC,OU,NO,2075
60905,1205110206,554,F,BCD,AU,NO,2076
60910,1204040225,554,F,OC,SVU,NO,2077
60926,1205050448,554,F,ST,AU,NO,2078
60936,1203010135,554,F,SC,SVU,NO,2079
61013,1205090072,554,M,BCA,SVU,NO,2080
61035,1220010965,554,M,BCE,AU,NO,2081
61046,1205030887,554,F,OC,AU,YES,2082
61123,1206060536,554,F,OC,AU,NO,2083
61202,1201020134,554,F,BCB,AU,NO,2084
61237,1201110010,554,M,OC,AU,YES,2085
61307,1204010237,553,F,OC,SVU,NO,2086
61312,1224060091,553,M,OC,AU,NO,2087
61326,4204020370,553,F,OC,AU,YES,2088
61331,1205210263,553,F,SC,AU,NO,2089
61334,1203030134,553,F,OC,SVU,NO,2090
61335,1205140374,553,F,OC,SVU,NO,2091
61340,1205250131,553,F,BCB,SVU,NO,2092
61341,1219030185,553,M,OC,SVU,YES,2093
61349,1205080390,553,F,OC,AU,NO,2094
61351,1205190039,553,M,OC,AU,YES,2095
61354,1205030412,553,F,BCC,AU,NO,2096
61359,1205160283,553,F,SC,AU,NO,2097
61382,1203040113,553,F,OC,SVU,YES,2098
61390,1205270295,553,F,OC,AU,YES,2099
61403,1205070402,553,F,SC,SVU,NO,2100
61405,1205150147,553,M,OC,SVU,NO,2101
61419,1205110438,553,M,SC,SVU,NO,2102
61420,1206160304,553,F,BCD,AU,NO,2103
61425,1203010347,553,F,SC,SVU,NO,2104
61448,1203060658,553,F,OC,SVU,NO,2105
61453,1201120358,553,F,OC,AU,YES,2106
61454,1206110296,553,F,BCD,AU,NO,2107
61457,1205030402,553,M,BCA,SVU,NO,2108
61466,1205260189,553,M,BCA,SVU,NO,2109
61469,4203030281,553,M,OC,OU,NO,2110
61472,1205190321,553,M,OC,SVU,NO,2111
61480,1220020309,553,F,BCB,AU,NO,2112
61508,1201090308,553,M,BCB,AU,NO,2113
61520,1206050294,553,M,OC,AU,NO,2114
61530,1205200352,553,M,BCB,SVU,NO,2115
61566,3115260212,553,M,ST,AU,NO,2116
61568,1205040313,553,M,BCD,AU,NO,2117
61597,1205070003,553,F,OC,AU,YES,2118
61627,1205110088,553,F,BCA,AU,NO,2119
61650,1205270269,553,F,OC,SVU,NO,2120
61664,1206030646,553,M,OC,AU,NO,2121
61665,1206100217,553,M,SC,AU,NO,2122
61668,1203020721,553,F,BCB,SVU,NO,2123
61702,1206030366,553,M,BCD,AU,NO,2124
61743,1205190107,553,M,BCB,AU,NO,2125
61753,1205130287,553,F,OC,AU,YES,2126
61762,1205150363,553,M,OC,AU,NO,2127
61856,1224030450,553,M,BCB,AU,NO,2128
61933,1205070137,553,M,OC,AU,NO,2129
61939,1205240285,553,F,BCE,AU,NO,2130
62039,1204050297,552,F,OC,SVU,YES,2131
62044,1205040047,552,F,BCD,AU,NO,2132
62046,1205250016,552,F,OC,SVU,NO,2133
62054,1205170323,552,F,BCD,SVU,NO,2134
62059,1205030715,552,M,OC,AU,YES,2135
62060,1228020132,552,F,BCA,AU,NO,2136
62063,1205210097,552,M,SC,SVU,NO,2137
62081,1205070080,552,F,OC,SVU,NO,2138
62083,1202030772,552,F,BCB,SVU,NO,2139
62084,1206050311,552,F,BCD,AU,NO,2140
62094,4201430128,552,F,OC,SVU,YES,2141
62111,1224060148,552,F,OC,AU,NO,2142
62148,2712310190,552,M,BCA,SVU,NO,2143
62152,1204030167,552,F,BCA,SVU,NO,2144
62184,1201030371,552,M,BCE,AU,NO,2145
62207,1206030634,552,F,BCB,AU,NO,2146
62223,1225050109,552,F,BCD,AU,NO,2147
62230,1228020020,552,F,OC,AU,YES,2148
62231,1205010299,552,F,BCD,SVU,NO,2149
62259,1205190175,552,M,OC,SVU,NO,2150
62278,1202030489,552,F,SC,SVU,NO,2151
62356,1201060055,552,M,BCD,AU,NO,2152
62361,1206020278,552,F,BCE,AU,NO,2153
62386,1205050735,552,M,OC,SVU,YES,2154
62387,1205240275,552,F,BCD,AU,NO,2155
62389,1205260072,552,F,OC,AU,NO,2156
62390,1206060275,552,F,BCB,AU,NO,2157
62436,1206040503,552,M,BCD,AU,NO,2158
62438,1205030295,552,F,BCB,SVU,NO,2159
62442,1221010337,552,M,OC,SVU,YES,2160
62453,1205250027,552,F,OC,AU,NO,2161
62486,1219010272,552,F,OC,SVU,YES,2162
62493,1203020078,552,M,OC,SVU,NO,2163
62549,1203030315,552,M,OC,SVU,NO,2164
62694,1220050261,552,M,BCD,AU,NO,2165
62727,1205050720,552,M,OC,AU,NO,2166
62860,1202050140,551,M,BCA,SVU,NO,2167
62861,1205060523,551,M,SC,AU,NO,2168
62863,1206040502,551,F,OC,AU,NO,2169
62875,1202060324,551,F,BCA,SVU,NO,2170
62878,1202050091,551,F,BCA,SVU,NO,2171
62881,1221010191,551,M,OC,SVU,NO,2172
62896,4201130006,551,F,BCB,OU,NO,2173
62901,1202020478,551,F,OC,SVU,NO,2174
62903,1205250160,551,F,OC,AU,YES,2175
62914,1201040094,551,M,BCB,AU,NO,2176
62915,4201230296,551,F,OC,OU,NO,2177
62930,1205160298,551,F,OC,AU,YES,2178
62935,1206040091,551,F,BCD,AU,NO,2179
62936,1206010277,551,F,OC,AU,NO,2180
62955,4201020376,551,F,OC,SVU,NO,2181
62965,1205030289,551,F,BCD,AU,NO,2182
63001,1201020395,551,F,BCB,AU,NO,2183
63003,1203020174,551,F,OC,SVU,NO,2184
63008,1202040637,551,F,BCD,SVU,NO,2185
63036,1228010350,551,Female,OC,AU,NO,2186
63036,1228010350,551,F,OC,AU,YES,2187
63037,1228040213,551,M,BCD,AU,NO,2188
63042,1225010543,551,F,BCD,AU,NO,2189
63067,1224080158,551,F,BCA,AU,NO,2190
63073,1204090019,551,M,OC,SVU,NO,2191
63077,4204050174,551,M,OC,OU,NO,2192
63083,4201160236,551,F,BCB,SVU,NO,2193
63088,1201070056,551,F,OC,AU,NO,2194
63103,1205050228,551,F,OC,AU,YES,2195
63133,1203040335,551,F,OC,SVU,YES,2196
63142,1228030195,551,M,BCB,AU,NO,2197
63147,1201070102,551,F,BCD,AU,NO,2198
63167,1212060118,551,M,BCA,SVU,NO,2199
63230,1206050304,551,F,BCA,AU,NO,2200
63239,1212030270,551,M,OC,SVU,NO,2201
63269,1205190330,551,F,OC,SVU,NO,2202
63273,1205230125,551,F,ST,AU,NO,2203
63278,1206050168,551,F,OC,AU,NO,2204
63297,1208020032,551,M,OC,AU,YES,2205
63318,1222010004,551,F,BCA,AU,NO,2206
63322,1206110184,551,F,BCD,AU,NO,2207
63359,1212010446,551,F,OC,SVU,NO,2208
63375,1205030619,551,M,OC,AU,YES,2209
63398,1212040193,551,M,OC,SVU,NO,2210
63658,1202060235,550,F,BCE,SVU,NO,2211
63664,1205130279,550,F,OC,SVU,NO,2212
63665,1206010757,550,F,OC,AU,NO,2213
63682,1206110109,550,F,BCB,AU,NO,2214
63694,2602050398,550,F,BCB,AU,NO,2215
63698,1206080141,550,F,OC,AU,NO,2216
63703,1206010022,550,M,SC,AU,NO,2217
63716,1202060469,550,M,BCD,SVU,NO,2218
63721,1205050171,550,M,BCD,SVU,NO,2219
63725,1205240122,550,F,OC,AU,NO,2220
63727,1229050082,550,M,BCD,AU,NO,2221
63730,1205190419,550,M,OC,AU,NO,2222
63741,1222010599,550,M,SC,AU,NO,2223
63743,1205020406,550,M,OC,SVU,NO,2224
63756,1224010108,550,F,BCB,AU,NO,2225
63768,1205020144,550,M,ST,SVU,NO,2226
63800,1205230103,550,M,OC,AU,NO,2227
63810,1205030807,550,M,OC,AU,NO,2228
63827,1205250050,550,F,BCE,SVU,NO,2229
63840,1219030141,550,F,OC,SVU,NO,2230
63862,1205190152,550,F,SC,SVU,NO,2231
63887,1206090317,550,M,BCD,AU,NO,2232
63902,1205190212,550,M,OC,SVU,NO,2233
63905,1205090101,550,F,BCD,AU,NO,2234
63963,4203010308,550,F,BCE,OU,NO,2235
63967,1203060852,550,F,OC,SVU,YES,2236
63976,1228020194,550,F,OC,AU,NO,2237
64001,1205120186,550,F,BCE,SVU,NO,2238
64020,1224010334,550,F,OC,AU,YES,2239
64028,1205030470,550,M,OC,AU,YES,2240
64032,1204040467,550,M,BCB,SVU,NO,2241
64059,1205050151,550,F,BCB,SVU,NO,2242
64071,1228010364,550,F,BCA,AU,NO,2243
64095,1219010631,550,F,BCB,SVU,NO,2244
64107,1205060159,550,M,BCD,AU,NO,2245
64119,1205050244,550,M,OC,AU,NO,2246
64137,1203010598,550,F,OC,SVU,YES,2247
64157,1205160106,550,F,BCD,AU,NO,2248
64174,1205240271,550,M,BCA,SVU,NO,2249
64223,1205090397,550,F,OC,SVU,NO,2250
64237,1205030548,550,F,BCD,AU,NO,2251
64241,1206010461,550,M,BCD,AU,NO,2252
64275,1206030611,550,M,OC,AU,NO,2253
64312,1201010336,550,M,SC,AU,NO,2254
64320,1212040363,550,M,BCD,SVU,NO,2255
64407,4201170338,550,M,BCB,OU,NO,2256
64475,1205020199,550,M,OC,SVU,NO,2257
64521,1202010999,549,F,OC,SVU,NO,2258
64522,1206080454,549,F,BCD,AU,NO,2259
64542,1205030288,549,M,OC,SVU,NO,2260
64551,1205030465,549,F,OC,AU,YES,2261
64572,1203010451,549,F,OC,SVU,YES,2262
64576,1205010219,549,M,BCB,AU,NO,2263
64605,1228020170,549,M,OC,AU,YES,2264
64611,1224060259,549,F,BCD,AU,NO,2265
64617,1205270383,549,F,BCD,AU,NO,2266
64630,1203060846,549,M,BCD,SVU,NO,2267
64648,1205040517,549,F,BCA,SVU,NO,2268
64663,1205190295,549,F,OC,AU,YES,2269
64685,1205230038,549,F,BCB,SVU,NO,2270
64690,1228010395,549,F,BCA,SVU,NO,2271
64691,2712170061,549,F,BCB,APNL,NO,2272
64701,1205190049,549,F,OC,AU,YES,2273
64711,1206010572,549,M,OC,AU,YES,2274
64717,1205060034,549,F,OC,AU,NO,2275
64722,1216020050,549,F,BCD,AU,NO,2276
64729,1206050143,549,F,BCD,AU,NO,2277
64738,1205050058,549,M,BCB,SVU,NO,2278
64767,1229030222,549,F,BCD,AU,NO,2279
64770,1228010096,549,M,SC,AU,NO,2280
64778,1206050351,549,F,BCD,AU,NO,2281
64812,1205070437,549,M,OC,AU,NO,2282
64834,1205180181,549,F,OC,AU,YES,2283
64873,1201100145,549,F,BCD,AU,NO,2284
64877,1229010005,549,M,BCA,AU,NO,2285
64887,4201210454,549,F,OC,AU,YES,2286
64895,1206160307,549,F,BCD,AU,NO,2287
64927,1206090406,549,F,BCD,AU,NO,2288
64941,1206050494,549,F,BCD,AU,NO,2289
64962,1203010834,549,F,OC,SVU,NO,2290
64966,1205060297,549,M,OC,SVU,NO,2291
65009,1206070140,549,F,BCA,AU,NO,2292
65011,4206010193,549,F,BCB,AU,NO,2293
65050,1201100109,549,M,BCE,AU,NO,2294
65072,1205150091,549,M,OC,AU,NO,2295
65090,1206060113,549,F,BCD,AU,NO,2296
65108,1204050199,549,F,SC,SVU,NO,2297
65179,1205160221,549,F,OC,AU,NO,2298
65185,1201110140,549,F,BCD,AU,NO,2299
65282,1228010005,548,M,OC,AU,YES,2300
65283,1201050181,548,M,SC,AU,NO,2301
65289,1206130186,548,F,BCD,AU,NO,2302
65295,1202070217,548,F,BCD,AU,NO,2303
65297,2709040009,548,F,OC,SVU,NO,2304
65316,1201060066,548,F,OC,AU,NO,2305
65318,1205030282,548,M,BCB,AU,NO,2306
65322,1221010093,548,F,BCE,SVU,NO,2307
65330,1205070307,548,F,OC,AU,NO,2308
65331,1203020764,548,F,OC,SVU,YES,2309
65337,1209010472,548,M,SC,AU,NO,2310
65352,1205100350,548,F,BCB,AU,NO,2311
65359,1203010782,548,F,BCE,SVU,NO,2312
65368,1205040616,548,M,OC,SVU,YES,2313
65399,1206160482,548,M,BCA,AU,NO,2314
65400,1205020606,548,F,OC,SVU,YES,2315
65417,1206070184,548,F,BCD,AU,NO,2316
65423,1216010146,548,M,BCD,AU,NO,2317
65433,1209010337,548,F,OC,AU,YES,2318
65438,1201090278,548,F,OC,AU,YES,2319
65450,1229040211,548,F,BCD,AU,NO,2320
65471,1220030232,548,F,OC,AU,NO,2321
65550,1205020569,548,F,BCD,SVU,NO,2322
65592,1220050028,548,F,BCB,AU,NO,2323
65622,1205060072,548,F,BCA,SVU,NO,2324
65652,1205060600,548,F,BCE,AU,NO,2325
65658,1205040647,548,F,OC,SVU,YES,2326
65694,1220060228,548,F,OC,AU,YES,2327
65718,1205030493,548,M,BCD,SVU,NO,2328
65740,1205170329,548,F,BCD,AU,NO,2329
65824,1224010366,548,F,SC,AU,NO,2330
65866,1205030039,548,F,OC,SVU,YES,2331
66054,1203040350,547,M,SC,SVU,NO,2332
66071,1228010022,547,M,BCB,AU,NO,2333
66079,1224010188,547,F,SC,AU,NO,2334
66082,1216030347,547,F,BCD,AU,NO,2335
66088,1205140246,547,F,BCD,AU,NO,2336
66095,1224010211,547,F,BCD,AU,NO,2337
66100,1205180339,547,F,OC,SVU,NO,2338
66107,1206140139,547,F,BCB,AU,NO,2339
66115,4201430296,547,F,BCD,OU,NO,2340
66133,1205270237,547,F,BCB,SVU,NO,2341
66159,1203060735,547,F,OC,SVU,NO,2342
66160,4201020864,547,M,OC,SVU,NO,2343
66161,1204010646,547,M,OC,SVU,NO,2344
66163,1209010147,547,M,OC,AU,NO,2345
66189,1204040602,547,M,OC,SVU,NO,2346
66195,1205100298,547,M,OC,AU,NO,2347
66219,1205190311,547,F,BCD,SVU,NO,2348
66232,1204010260,547,M,OC,SVU,YES,2349
66251,1205200283,547,F,BCB,SVU,NO,2350
66256,1205260152,547,M,OC,AU,NO,2351
66331,1205040022,547,F,BCD,AU,NO,2352
66333,1202070038,547,F,BCD,SVU,NO,2353
66343,1205030024,547,F,OC,AU,YES,2354
66359,1206100154,547,F,BCA,AU,NO,2355
66402,1205010921,547,M,SC,SVU,NO,2356
66428,1228010357,547,M,BCD,AU,NO,2357
66431,1205160217,547,F,OC,AU,YES,2358
66441,1224010354,547,M,BCB,AU,NO,2359
66475,1228040034,547,F,OC,AU,YES,2360
66526,1205150146,547,F,BCD,AU,NO,2361
66584,1220020480,547,M,OC,AU,NO,2362
66622,1220030002,547,F,OC,AU,YES,2363
66753,1205080278,547,M,OC,AU,NO,2364
66786,1204020822,546,F,OC,SVU,NO,2365
66788,1206140188,546,F,BCD,AU,NO,2366
66790,1228040045,546,M,OC,AU,NO,2367
66793,1205230130,546,F,OC,SVU,YES,2368
66801,1205060143,546,F,SC,SVU,NO,2369
66808,1206160243,546,F,BCA,AU,NO,2370
66814,1205140179,546,F,BCA,SVU,NO,2371
66820,1228020150,546,F,OC,AU,NO,2372
66826,1206070240,546,F,BCD,AU,NO,2373
66827,1229030079,546,F,SC,AU,NO,2374
66829,1205270338,546,F,OC,AU,YES,2375
66830,4201180159,546,M,BCD,SVU,NO,2376
66831,1203030309,546,M,BCA,SVU,NO,2377
66832,1201010138,546,M,OC,AU,YES,2378
66834,1205040132,546,F,OC,AU,YES,2379
66838,1201030402,546,F,OC,AU,NO,2380
66843,4201330196,546,F,BCA,AU,NO,2381
66853,1205050656,546,F,OC,AU,YES,2382
66869,1225030198,546,M,BCD,AU,NO,2383
66886,1229040123,546,F,BCD,AU,NO,2384
66901,4201500172,546,M,BCD,SVU,NO,2385
66903,1229060048,546,F,BCD,AU,NO,2386
66922,1205250334,546,M,OC,AU,YES,2387
66966,1203010830,546,F,OC,SVU,YES,2388
66972,1205200281,546,M,BCB,SVU,NO,2389
66974,1205030273,546,F,BCB,SVU,NO,2390
66982,1201030264,546,M,OC,AU,NO,2391
66993,1222040188,546,M,BCD,AU,NO,2392
67062,1205060572,546,F,OC,AU,YES,2393
67078,1205040151,546,F,SC,AU,NO,2394
67088,1203020694,546,F,BCD,SVU,NO,2395
67108,1205130053,546,F,BCD,AU,NO,2396
67110,1228010267,546,F,SC,AU,NO,2397
67115,1205060082,546,M,BCB,SVU,NO,2398
67123,1205100112,546,M,OC,AU,YES,2399
67127,1202040669,546,M,BCD,SVU,NO,2400
67204,1205040541,546,F,BCE,SVU,NO,2401
67206,1205100120,546,F,BCE,AU,NO,2402
67228,1205200234,546,M,OC,SVU,NO,2403
67229,1221020374,546,M,OC,SVU,NO,2404
67231,1205130280,546,M,BCB,SVU,NO,2405
67264,1205010031,546,M,OC,SVU,YES,2406
67281,1224010064,546,M,BCB,AU,NO,2407
67313,1205140454,546,M,BCB,AU,NO,2408
67324,1205220090,546,F,OC,AU,NO,2409
67333,1205250165,546,M,OC,SVU,YES,2410
67383,1205260016,546,F,BCD,AU,NO,2411
67392,1201040268,546,F,OC,AU,NO,2412
67399,1224060286,546,M,BCB,AU,NO,2413
67409,1205030579,546,F,OC,AU,YES,2414
67415,1205050078,546,M,BCB,SVU,NO,2415
67435,2807040171,546,M,BCB,SVU,NO,2416
67523,1206080234,546,M,OC,OU,NO,2417
67587,1205020734,545,F,BCB,SVU,NO,2418
67590,1201010425,545,F,SC,AU,NO,2419
67597,1205150302,545,F,OC,SVU,YES,2420
67614,1206140151,545,F,SC,AU,NO,2421
67622,1225010302,545,F,BCD,AU,NO,2422
67624,1228040118,545,M,OC,AU,YES,2423
67630,1203030036,545,M,BCD,SVU,NO,2424
67631,4201100159,545,F,OC,SVU,NO,2425
67636,4201050179,545,F,BCB,SVU,NO,2426
67651,1205060356,545,F,OC,AU,YES,2427
67656,1205050568,545,F,BCA,SVU,NO,2428
67659,1205200309,545,F,BCD,AU,NO,2429
67675,1206040210,545,F,BCA,AU,NO,2430
67689,1205180122,545,F,ST,AU,NO,2431
67691,1228040115,545,F,BCD,APNL,NO,2432
67726,1220070170,545,F,OC,AU,YES,2433
67733,1206130128,545,M,OC,AU,NO,2434
67735,1203060157,545,M,BCD,SVU,NO,2435
67743,1222040289,545,M,OC,AU,YES,2436
67749,4201100371,545,M,BCD,OU,NO,2437
67750,1201080299,545,F,BCD,AU,NO,2438
67758,1206060035,545,M,SC,AU,NO,2439
67765,1202030556,545,F,OC,SVU,NO,2440
67780,1205050662,545,M,BCB,SVU,NO,2441
67807,1228040171,545,F,BCD,AU,NO,2442
67828,4201160357,545,F,OC,AU,NO,2443
67836,1216020345,545,F,OC,AU,YES,2444
67860,1206080070,545,F,OC,AU,NO,2445
67897,4201100112,545,F,OC,AU,NO,2446
67917,1203030443,545,F,BCB,SVU,NO,2447
67927,1202020177,545,M,SC,SVU,NO,2448
67952,1220010707,545,F,OC,AU,NO,2449
67988,1205240377,545,F,OC,AU,NO,2450
68024,1228040161,545,F,OC,AU,NO,2451
68060,1205080075,545,F,OC,AU,YES,2452
68081,1205030819,545,F,BCD,SVU,NO,2453
68085,1201020058,545,M,BCD,AU,NO,2454
68089,1205020035,545,M,BCB,SVU,NO,2455
68104,1205050598,545,F,BCE,AU,NO,2456
68111,1205170007,545,M,BCE,SVU,NO,2457
68219,4201190082,545,M,OC,AU,NO,2458
68236,4204060024,545,F,OC,SVU,NO,2459
68270,1205130090,545,M,OC,AU,YES,2460
68550,1224030118,544,F,OC,AU,YES,2461
68554,1205030839,544,M,OC,SVU,YES,2462
68561,1205050256,544,F,OC,SVU,YES,2463
68568,1206060299,544,F,OC,AU,YES,2464
68588,1206160530,544,M,BCA,AU,NO,2465
68600,1205030837,544,M,BCB,SVU,NO,2466
68611,1206110202,544,F,BCC,AU,NO,2467
68612,1220010295,544,F,BCC,AU,NO,2468
68619,1224040152,544,F,BCB,AU,NO,2469
68639,4201050202,544,F,OC,SVU,NO,2470
68640,1205110061,544,M,BCD,AU,NO,2471
68647,1204030228,544,M,BCD,AU,NO,2472
68648,1201120150,544,F,OC,SVU,YES,2473
68659,1205230334,544,M,OC,SVU,YES,2474
68660,1206160073,544,M,SC,AU,NO,2475
68663,4201480281,544,F,BCB,SVU,NO,2476
68668,1229040036,544,M,OC,AU,NO,2477
68678,1206020089,544,F,BCD,AU,NO,2478
68683,1206030595,544,F,BCD,AU,NO,2479
68702,1201080155,544,F,BCA,AU,NO,2480
68711,1205130475,544,M,OC,AU,YES,2481
68716,1206110390,544,F,BCD,AU,NO,2482
68728,1205090115,544,M,OC,AU,YES,2483
68730,1206030107,544,F,BCB,AU,NO,2484
68749,1205060580,544,F,OC,SVU,YES,2485
68780,4410060464,544,F,BCB,APNL,NO,2486
68791,1205270057,544,F,BCD,AU,NO,2487
68793,1205160194,544,M,BCB,AU,NO,2488
68799,1205020052,544,Female,OC,SVU,NO,2489
68799,1205020052,544,Female,OC,SVU,YES,2490
68799,1205020052,544,F,OC,SVU,NO,2491
68841,1228040007,544,F,OC,AU,YES,2492
68843,1205010626,544,F,BCA,SVU,NO,2493
68863,1205170177,544,F,OC,AU,NO,2494
68891,1204070357,544,F,ST,SVU,NO,2495
68893,1205230356,544,F,OC,SVU,NO,2496
68913,1205090199,544,F,OC,AU,YES,2497
68917,1206150126,544,F,BCD,AU,NO,2498
68942,1205070544,544,M,BCD,AU,NO,2499
68945,1205120313,544,F,OC,SVU,NO,2500
68962,1203020437,544,M,OC,SVU,YES,2501
68985,4220010349,544,F,OC,OU,NO,2502
69015,1228030013,544,F,SC,AU,NO,2503
69068,1205040670,544,F,OC,AU,YES,2504
69070,1216010483,544,M,BCD,AU,NO,2505
69080,1205070292,544,F,BCB,SVU,NO,2506
69108,4219040232,544,F,OC,AU,YES,2507
69338,1201010516,543,M,OC,AU,YES,2508
69344,4219080120,543,F,BCC,OU,NO,2509
69345,1205160304,543,F,BCD,AU,NO,2510
69353,1205070081,543,M,BCB,SVU,NO,2511
69355,1228010065,543,F,SC,AU,NO,2512
69356,1229040008,543,M,BCD,AU,NO,2513
69361,1205220327,543,F,BCA,AU,NO,2514
69371,1228010241,543,F,OC,AU,NO,2515
69375,1222020365,543,F,OC,AU,YES,2516
69387,1205090310,543,M,BCA,SVU,NO,2517
69408,1205180278,543,M,BCD,AU,NO,2518
69411,1202030688,543,F,BCB,SVU,NO,2519
69419,1224070243,543,F,BCA,AU,NO,2520
69449,1215030134,543,M,BCA,SVU,NO,2521
69454,1206140241,543,F,BCD,AU,NO,2522
69469,1205150232,543,F,BCE,AU,NO,2523
69470,1205030083,543,F,BCD,SVU,NO,2524
69480,1205020796,543,F,BCE,SVU,NO,2525
69482,1228020120,543,F,OC,AU,YES,2526
69483,1212010555,543,M,BCE,SVU,NO,2527
69502,1206140216,543,F,BCA,AU,NO,2528
69525,1220030189,543,F,BCA,AU,NO,2529
69527,1229050043,543,F,OC,AU,NO,2530
69562,1205130413,543,M,BCD,AU,NO,2531
69570,1205100270,543,F,OC,SVU,NO,2532
69611,1205050127,543,F,OC,SVU,YES,2533
69640,1229010126,543,F,BCA,AU,NO,2534
69648,2712020496,543,M,OC,APNL,NO,2535
69655,1205030372,543,F,BCB,AU,NO,2536
69680,1205020721,543,F,OC,APNL,NO,2537
69681,1205080187,543,F,BCB,AU,NO,2538
69754,1205130252,543,M,OC,SVU,YES,2539
69757,1205130086,543,F,BCB,SVU,NO,2540
69758,1203030535,543,M,BCD,SVU,NO,2541
69764,1201010212,543,M,OC,AU,NO,2542
69788,1221010490,543,F,OC,SVU,NO,2543
69792,1204070257,543,F,BCB,SVU,NO,2544
69883,4205090087,543,F,OC,OU,YES,2545
69930,1205250202,543,F,OC,SVU,NO,2546
69941,4201360075,543,M,OC,SVU,NO,2547
69974,1205200413,543,F,OC,AU,NO,2548
70013,1205140236,543,M,BCD,AU,NO,2549
70072,1201050107,543,M,OC,AU,NO,2550
70138,1203040384,542,F,OC,SVU,NO,2551
70155,1206080285,542,M,BCD,APNL,NO,2552
70169,1205140393,542,F,OC,AU,NO,2553
70193,1203050090,542,M,BCB,SVU,NO,2554
70195,1206070030,542,F,BCA,AU,NO,2555
70204,1205270174,542,M,BCD,AU,NO,2556
70215,1228030064,542,F,OC,AU,YES,2557
70230,2712020722,542,F,BCB,SVU,NO,2558
70239,1222020382,542,M,BCC,AU,NO,2559
70253,1205090182,542,F,OC,AU,YES,2560
