NEET Rank,NEET Roll No,NEET Score,Gender,Category,Local,EWS,State Rank
112,1205110434,705,M,BCB,SVU,NO,1
255,1206050388,700,F,BCD,AU,NO,2
296,1220050251,700,F,OC,AU,NO,3
339,4201430185,700,M,OC,AU,NO,4
432,1205140387,695,M,OC,AU,NO,5
446,1205240008,695,F,OC,AU,NO,6
510,1205070529,695,M,BCA,SVU,NO,7
529,1229050023,695,M,BCA,AU,NO,8
706,1201040003,690,M,OC,SVU,YES,9
728,1205220325,690,F,BCD,AU,NO,10
862,1201070227,690,M,OC,AU,NO,11
873,1205010802,690,M,BCE,SVU,NO,12
921,1205030567,688,M,OC,AU,NO,13
982,1206070060,686,M,BCA,AU,NO,14
1105,1201090039,685,F,OC,AU,NO,15
1242,1205210357,685,F,BCB,SVU,NO,16
1315,1228010023,683,F,OC,AU,YES,17
1382,4201190322,681,F,BCE,SVU,NO,18
1503,1206060037,680,M,BCD,AU,NO,19
1930,1201050139,676,F,OC,AU,NO,20
2036,1216020158,675,M,OC,AU,NO,21
2037,1205070240,675,F,OC,AU,NO,22
2068,4201490119,675,M,BCB,SVU,NO,23
2212,1205010799,675,F,BCB,AU,NO,24
2421,1205190426,673,M,OC,AU,NO,25
2451,1216010031,672,F,BCD,AU,NO,26
2510,1206020073,672,M,OC,AU,NO,27
2599,1209010031,671,F,OC,AU,NO,28
2613,1205100275,671,M,BCE,SVU,NO,29
2634,1206050131,671,F,OC,SVU,NO,30
2725,1201010589,670,M,OC,AU,NO,31
2823,1205080237,670,M,OC,SVU,YES,32
2981,1205190083,670,M,OC,SVU,NO,33
2990,1202020796,670,M,BCB,SVU,NO,34
3054,1224030465,669,F,OC,AU,NO,35
3174,1205010057,667,M,OC,SVU,NO,36
3203,1201100257,667,F,OC,AU,NO,37
3296,1224040194,666,M,OC,AU,NO,38
3318,1201020479,666,F,OC,AU,YES,39
3339,1205230004,666,F,BCB,AU,NO,40
3436,1228010372,666,M,OC,AU,NO,41
3487,1204050149,665,M,OC,SVU,NO,42
3489,2715060138,665,F,OC,APNL,NO,43
3519,1201060137,665,F,OC,AU,YES,44
3524,1202030716,665,F,BCC,SVU,NO,45
3529,1205080319,665,M,OC,SVU,NO,46
3560,1205180281,665,F,BCE,SVU,NO,47
3567,1205140068,665,F,BCA,SVU,NO,48
3593,1205110045,665,F,BCD,SVU,NO,49
3701,1216030033,665,M,OC,AU,NO,50
3851,4201260394,665,F,BCD,AU,NO,51
3985,1228040194,663,F,SC,AU,NO,52
3993,1201010065,663,F,BCE,AU,NO,53
4011,1220010471,663,F,OC,AU,YES,54
4070,1205040565,662,M,BCD,SVU,NO,55
4098,4219050242,662,F,OC,SVU,NO,56
4126,1205020538,662,F,OC,SVU,NO,57
4127,1212050323,662,M,OC,SVU,NO,58
4214,1205210028,661,F,OC,SVU,NO,59
4240,1206070423,661,M,BCA,AU,NO,60
4333,1205030711,661,F,BCB,AU,NO,61
4354,1228010043,661,M,BCB,AU,NO,62
4403,1206040059,661,M,BCD,AU,NO,63
4414,1205200222,661,M,BCB,AU,NO,64
4460,1205220354,660,M,OC,AU,NO,65
4546,1205120472,660,M,OC,AU,NO,66
4614,1224060065,660,M,OC,AU,YES,67
4673,1206120275,660,F,BCD,AU,NO,68
4742,1201020536,660,M,OC,AU,NO,69
4760,1205160465,660,M,OC,APNL,NO,70
4857,1205200307,660,M,OC,SVU,NO,71
4888,1224020528,659,F,OC,AU,NO,72
4934,1206150165,659,F,OC,AU,NO,73
4981,1205220333,658,M,BCB,OU,NO,74
4995,1205240396,658,F,OC,SVU,NO,75
5047,1205080097,658,F,BCB,SVU,NO,76
5103,1224040262,657,M,OC,AU,NO,77
5158,1205260210,657,M,OC,SVU,YES,78
5500,1202010259,655,F,OC,SVU,YES,79
5521,1204010239,655,F,OC,AU,NO,80
5534,1206030412,655,F,OC,AU,YES,81
5599,4201460166,655,M,OC,OU,NO,82
5605,1204010918,655,F,BCD,SVU,NO,83
5680,1205180011,655,F,OC,AU,YES,84
5737,1201110208,655,M,BCE,AU,NO,85
5738,1205060436,655,M,OC,AU,NO,86
5805,1205050298,655,F,BCE,AU,NO,87
5830,1205190031,655,M,BCD,AU,NO,88
5844,1206020301,655,F,BCD,AU,NO,89
5889,1201050075,655,F,BCE,APNL,NO,90
6053,2703090136,654,M,OC,APNL,NO,91
6134,1205260007,653,F,BCD,AU,NO,92
6144,1201080225,653,F,OC,APNL,NO,93
6263,1220020463,652,F,BCB,AU,NO,94
6286,1205060218,652,F,OC,AU,YES,95
6302,1205020750,652,M,OC,AU,NO,96
6304,1203020398,652,M,SC,SVU,NO,97
6306,1204090058,652,F,OC,SVU,NO,98
6321,1206030542,652,F,BCD,AU,NO,99
6463,1205020168,652,M,OC,AU,NO,100
6503,1228010070,651,M,OC,AU,NO,101
6535,1205100114,651,F,BCB,AU,NO,102
6553,1205160336,651,M,OC,AU,NO,103
6556,1205010690,651,F,BCA,AU,NO,104
6615,1206050090,651,M,OC,AU,NO,105
6678,1201060084,651,M,OC,AU,NO,106
6689,4223010226,651,M,OC,OU,NO,107
6719,1205200200,651,F,OC,AU,NO,108
6852,1201080199,650,F,OC,AU,NO,109
7041,1205100171,650,M,OC,SVU,YES,110
7186,1205010722,650,M,OC,AU,YES,111
7225,1206030258,650,M,OC,AU,NO,112
7290,1206060341,649,F,BCD,AU,NO,113
7291,1205040683,649,M,OC,SVU,YES,114
7298,1205270071,649,M,OC,AU,NO,115
7465,1220020483,648,M,BCB,AU,NO,116
7642,1202010159,647,F,OC,SVU,YES,117
7786,1205020811,647,M,OC,AU,NO,118
7806,1204020344,647,M,OC,SVU,NO,119
7833,1228030142,647,F,OC,AU,NO,120
7881,1205230242,646,F,BCD,AU,NO,121
7893,1205120216,646,M,OC,SVU,NO,122
7943,4219010644,646,F,OC,OU,NO,123
7974,1201060265,646,F,OC,AU,YES,124
7996,1204040488,646,M,OC,SVU,NO,125
8060,1201020309,646,M,BCB,AU,NO,126
8062,4201060203,646,F,OC,OU,NO,127
8070,1212050049,646,M,OC,SVU,YES,128
8101,1205260050,646,M,OC,AU,NO,129
8116,1220060282,646,F,OC,AU,NO,130
8118,1203030592,646,F,OC,SVU,NO,131
8123,1229060146,646,F,BCD,AU,NO,132
8196,1201120136,645,M,OC,AU,YES,133
8202,1205190281,645,M,BCD,APNL,NO,134
8214,1206070199,645,M,BCA,AU,NO,135
8252,1205080327,645,F,BCD,AU,NO,136
8340,4201210129,645,M,BCB,SVU,NO,137
8358,1205160335,645,M,BCD,AU,NO,138
8416,1205040010,645,M,OC,SVU,NO,139
8421,1205020366,645,M,OC,SVU,YES,140
8443,1206010559,645,F,BCD,AU,NO,141
8546,1204010269,645,M,OC,SVU,NO,142
8553,1205040359,645,M,BCA,AU,NO,143
8593,1206090456,645,M,OC,AU,YES,144
8613,1220080226,645,F,BCE,AU,NO,145
8632,1205200039,645,M,OC,AU,YES,146
8695,1205090412,644,M,OC,APNL,NO,147
8767,1202020122,644,M,OC,SVU,NO,148
8826,1220040211,644,F,OC,AU,NO,149
8905,1206050006,643,M,BCD,AU,NO,150
8924,1206100054,643,F,SC,AU,NO,151
9108,1228020135,643,M,OC,AU,YES,152
9117,1201050251,642,M,BCE,AU,NO,153
9124,1205140355,642,M,ST,AU,NO,154
9156,1205270134,642,F,OC,SVU,NO,155
9173,1224040179,642,M,OC,AU,YES,156
9274,1205270256,642,F,OC,SVU,YES,157
9319,1205030235,642,M,BCB,AU,NO,158
9385,1205090196,642,M,OC,AU,YES,159
9391,1219020146,641,F,OC,SVU,NO,160
9400,1219010541,641,F,OC,SVU,NO,161
9438,1205040810,641,F,OC,AU,YES,162
9506,1205220315,641,M,OC,SVU,NO,163
9545,1225010353,641,M,OC,AU,YES,164
9549,1205140267,641,F,BCD,AU,NO,165
9603,1206120197,641,M,BCA,AU,NO,166
9812,1205140414,640,M,OC,SVU,NO,167
9820,1206030276,640,M,BCD,AU,NO,168
9833,1224040217,640,M,OC,AU,YES,169
9912,1205050195,640,M,OC,AU,NO,170
9921,1204040420,640,F,OC,SVU,NO,171
9939,1220080218,640,M,BCB,AU,NO,172
9976,1228020098,640,F,OC,AU,NO,173
9996,1228030027,640,M,BCD,AU,NO,174
10001,1206100358,640,F,BCD,AU,NO,175
10185,1205050593,640,M,BCE,AU,NO,176
10214,1205030221,640,M,OC,SVU,YES,177
10337,1205090037,639,M,BCB,AU,NO,178
10377,1205200175,639,M,OC,AU,NO,179
10378,1204070233,639,F,OC,SVU,YES,180
10379,4201190135,639,F,OC,SVU,NO,181
10390,1205200030,639,F,OC,SVU,NO,182
10457,1205110265,639,F,OC,SVU,NO,183
10459,1205080502,639,F,OC,SVU,NO,184
10529,1201100035,638,F,OC,AU,NO,185
10551,1202010674,638,F,OC,SVU,YES,186
10603,1206120029,638,F,SC,AU,NO,187
10614,4219050072,638,F,OC,SVU,YES,188
10651,4201150048,638,M,OC,OU,NO,189
10789,1201120051,637,F,BCE,AU,NO,190
10806,1205060509,637,M,SC,AU,NO,191
10813,1206110218,637,M,OC,AU,YES,192
10839,4201440263,637,F,BCD,OU,NO,193
10843,4201450326,637,F,OC,OU,NO,194
10946,1205200303,637,F,BCD,SVU,NO,195
11001,1205080378,637,M,BCD,AU,NO,196
11124,1206030314,636,F,BCD,AU,NO,197
11148,1205160288,636,M,OC,SVU,NO,198
11158,1205010612,636,M,BCB,SVU,NO,199
11159,1205050173,636,F,OC,AU,YES,200
11192,1205180359,636,M,BCD,AU,NO,201
11212,1224050255,636,F,OC,AU,YES,202
11312,1202020701,636,M,BCD,SVU,NO,203
11379,1206160448,636,M,OC,AU,NO,204
11440,1205010618,636,F,OC,SVU,NO,205
11471,1225010063,636,F,BCD,AU,NO,206
11521,1206010460,635,M,BCD,AU,NO,207
11528,1205020756,635,F,OC,SVU,YES,208
11558,1205190372,635,M,BCA,AU,NO,209
11566,1212020532,635,M,BCB,SVU,NO,210
11568,1201020210,635,F,OC,AU,NO,211
11621,4201460159,635,M,BCE,OU,NO,212
11630,1219010606,635,F,OC,SVU,NO,213
11658,1205170275,635,M,OC,SVU,YES,214
11724,1222040164,635,F,OC,AU,NO,215
11733,1219010288,635,F,BCB,SVU,NO,216
11748,1205050763,635,F,OC,SVU,NO,217
11789,1205160362,635,F,OC,AU,YES,218
11825,1205230160,635,M,BCD,AU,NO,219
11863,1224030479,635,F,BCD,AU,NO,220
11866,1201020275,635,F,OC,AU,NO,221
11874,1224060032,635,M,OC,AU,YES,222
11875,1205060005,635,M,OC,SVU,NO,223
11890,1206050058,635,F,BCD,AU,NO,224
11893,1229060133,635,M,BCD,AU,NO,225
11899,1201060062,635,M,OC,AU,YES,226
11935,1205020150,635,F,BCD,AU,NO,227
11979,1205010029,635,M,BCB,SVU,NO,228
12154,1205110087,634,F,OC,SVU,NO,229
12158,4201300228,634,M,OC,AU,NO,230
12215,1205120373,634,F,BCD,SVU,NO,231
12227,1205070060,634,M,OC,AU,NO,232
12253,1205210139,634,F,OC,AU,YES,233
12254,1228040229,634,M,BCB,AU,NO,234
12255,1224070152,634,F,OC,AU,YES,235
12264,1204030077,634,M,OC,SVU,YES,236
12427,1205110462,633,F,OC,SVU,YES,237
12433,1205040098,633,F,OC,SVU,NO,238
12476,1205070172,633,M,BCD,AU,NO,239
12503,1202010334,633,M,OC,SVU,YES,240
12507,1203020567,633,F,OC,SVU,YES,241
12577,1205190314,633,M,OC,AU,YES,242
12628,1224010406,633,M,OC,AU,YES,243
12631,1224080002,633,M,OC,AU,YES,244
12648,4201270393,633,F,ST,AU,NO,245
12780,1224050178,632,F,BCD,AU,NO,246
12787,1205010778,632,F,OC,SVU,YES,247
12788,1204030375,632,F,BCB,SVU,NO,248
12809,1221010152,632,M,OC,SVU,YES,249
12838,1224020185,632,F,OC,AU,YES,250
12843,1205070246,632,M,BCD,AU,NO,251
12871,1205060108,632,F,BCB,APNL,NO,252
12883,1206040464,632,M,BCD,AU,NO,253
12893,1205010431,632,F,OC,SVU,NO,254
12928,1205240389,632,M,BCB,AU,NO,255
12950,1204090215,632,M,OC,SVU,YES,256
12970,1206090076,632,F,BCD,AU,NO,257
12973,1205250123,632,M,OC,AU,NO,258
12997,1205010937,632,M,OC,AU,NO,259
13112,1205030157,632,F,BCD,AU,NO,260
13128,1201080216,631,F,OC,AU,YES,261
13129,1201010377,631,M,OC,SVU,YES,262
13152,1205140107,631,M,BCA,AU,NO,263
13159,1205200368,631,F,OC,AU,YES,264
13181,1220050100,631,F,OC,AU,YES,265
13361,4201490245,631,F,OC,OU,NO,266
13372,1204030204,631,F,OC,SVU,NO,267
13382,1205090415,631,F,BCE,SVU,NO,268
13571,1205250143,630,F,OC,AU,YES,269
13606,1228010256,630,M,BCD,AU,NO,270
13614,1205170203,630,M,OC,AU,NO,271
13623,1205050119,630,F,BCD,SVU,NO,272
13632,1205010423,630,F,BCB,AU,NO,273
13638,1206030306,630,F,SC,AU,NO,274
13645,1205230287,630,F,BCD,AU,NO,275
13665,4205080400,630,M,BCD,AU,NO,276
13666,1204020491,630,M,OC,SVU,YES,277
13677,1205010989,630,F,OC,SVU,YES,278
13691,1201100052,630,M,OC,AU,NO,279
13711,1205250349,630,M,OC,SVU,NO,280
13714,1205220092,630,M,BCD,AU,NO,281
13761,1205030388,630,M,BCD,AU,NO,282
13770,1206040047,630,M,BCB,AU,NO,283
13869,1224020287,630,M,OC,AU,NO,284
13938,4201290316,630,F,OC,OU,NO,285
14018,1206100112,630,M,BCD,AU,NO,286
14029,1204060332,630,M,OC,SVU,NO,287
14207,1212010083,629,M,BCA,SVU,NO,288
14212,1205250065,629,M,OC,AU,YES,289
14241,1228010190,629,F,BCD,AU,NO,290
14281,1204060223,629,F,OC,SVU,NO,291
14428,1205200075,629,M,OC,SVU,NO,292
14497,1220010356,628,F,BCB,AU,NO,293
14498,1220070283,628,M,OC,AU,YES,294
14551,1205230362,628,F,BCB,AU,NO,295
14552,1204070120,628,F,OC,SVU,YES,296
14636,1201060296,628,M,BCB,AU,NO,297
14655,1205090064,628,M,BCB,AU,NO,298
14690,1205020293,628,F,OC,AU,NO,299
14709,1205240003,628,F,BCD,AU,NO,300
14722,1206050537,628,F,BCD,AU,NO,301
14735,1203040255,628,F,SC,AU,NO,302
14769,1228040128,628,M,OC,AU,NO,303
14822,1228040177,627,M,OC,AU,YES,304
14894,1228010277,627,F,OC,AU,YES,305
14902,1204040565,627,F,OC,SVU,YES,306
14903,1228020209,627,F,OC,AU,YES,307
14905,1205210402,627,F,OC,AU,NO,308
14925,1205190276,627,F,OC,SVU,NO,309
14930,1205010860,627,M,OC,SVU,NO,310
14932,1205010471,627,M,OC,AU,YES,311
14944,1229040146,627,F,OC,AU,NO,312
14946,1224070168,627,F,OC,AU,YES,313
14969,4101010491,627,M,OC,NL,NO,314
15002,1224040009,627,F,OC,AU,NO,315
15006,1205070221,627,M,OC,SVU,YES,316
15039,1201020460,627,F,OC,AU,NO,317
15055,1201020074,627,F,OC,AU,NO,318
15250,1205070140,626,F,BCA,AU,NO,319
15291,1204040594,626,M,BCD,SVU,NO,320
15292,1212010187,626,M,BCB,SVU,NO,321
15318,1206050184,626,M,OC,AU,NO,322
15413,1219020022,626,M,OC,SVU,YES,323
15437,1220030354,626,M,OC,AU,NO,324
15534,2712360352,626,M,OC,APNL,NO,325
15576,1205250231,626,F,BCD,AU,NO,326
15704,1205100090,625,M,OC,AU,YES,327
15717,4219020130,625,F,OC,SVU,YES,328
15726,1205050620,625,M,OC,AU,YES,329
15729,1205160315,625,F,OC,AU,YES,330
15749,3603060050,625,F,OC,AU,NO,331
15773,1206090331,625,F,OC,AU,YES,332
15780,1206070211,625,F,OC,AU,YES,333
15849,1205020771,625,F,BCD,AU,NO,334
15881,1206080151,625,F,BCD,AU,NO,335
15883,1205260021,625,M,BCE,SVU,NO,336
15906,1206040231,625,F,BCD,AU,NO,337
15927,1206060145,625,F,BCD,AU,NO,338
16026,1201030231,625,F,OC,AU,YES,339
16108,1228010343,625,M,BCA,AU,NO,340
16153,1205190081,625,M,OC,SVU,NO,341
16179,1205130112,625,F,OC,SVU,NO,342
16205,1220030229,625,F,OC,AU,NO,343
16217,1206040180,625,M,BCB,AU,NO,344
16228,1205260065,625,M,BCD,SVU,NO,345
16298,1205030805,625,M,OC,AU,NO,346
16312,1219040242,625,F,OC,SVU,NO,347
16320,4201040565,625,M,OC,NL,NO,348
16454,1206060242,624,F,BCD,AU,NO,349
16541,1206060028,624,M,OC,AU,NO,350
16682,1205040600,624,M,OC,AU,YES,351
16692,1206060063,624,M,BCD,AU,NO,352
16700,1205180395,623,F,OC,AU,YES,353
16719,1204080124,623,M,OC,SVU,YES,354
16721,1216010443,623,F,OC,AU,NO,355
16760,1202010254,623,F,OC,SVU,NO,356
16772,1202060278,623,F,OC,SVU,YES,357
16781,1203020220,623,F,OC,SVU,NO,358
16795,1202030590,623,F,BCB,SVU,NO,359
16809,3905090129,623,F,BCA,APNL,NO,360
16825,1224060017,623,F,OC,AU,YES,361
16829,1205140293,623,M,OC,AU,NO,362
16902,1206030587,623,M,BCD,AU,NO,363
16975,1205230286,623,F,OC,AU,NO,364
16988,1205060307,623,F,OC,AU,YES,365
16989,1228010246,623,M,BCB,AU,NO,366
17007,1205260010,623,M,BCD,AU,NO,367
17020,1229060100,623,M,OC,AU,YES,368
17079,1205190367,622,M,OC,SVU,YES,369
17103,1205160284,622,F,OC,AU,YES,370
17118,1225020071,622,F,BCB,AU,NO,371
17156,1203060271,622,M,BCA,SVU,NO,372
17163,1201050199,622,F,OC,AU,YES,373
17213,1206040009,622,F,BCD,AU,NO,374
17227,1224030130,622,F,OC,AU,YES,375
17231,4204010046,622,F,BCD,AU,NO,376
17247,1205010971,622,M,OC,AU,YES,377
17296,1205060552,622,F,BCB,SVU,NO,378
17300,1205270015,622,M,OC,SVU,NO,379
17318,1201030361,622,F,OC,AU,NO,380
17334,2712290192,622,F,OC,SVU,NO,381
17414,1212020187,622,F,BCB,SVU,NO,382
17485,1206030581,622,M,OC,AU,NO,383
17522,1206030325,622,F,SC,AU,NO,384
17527,1205030615,622,F,OC,SVU,YES,385
17560,1205030048,621,F,BCB,SVU,NO,386
17569,1220010155,621,F,BCB,AU,NO,387
17581,1206090152,621,M,BCA,AU,NO,388
17599,2712180202,621,M,OC,APNL,NO,389
17628,1229020215,621,M,BCD,AU,NO,390
17651,2712370477,621,F,OC,APNL,NO,391
17703,1205020251,621,M,BCB,SVU,NO,392
17757,1205030177,621,F,BCD,AU,NO,393
17775,1205130207,621,M,OC,AU,YES,394
17844,1205140225,621,M,OC,AU,YES,395
17866,4208040576,621,M,OC,SVU,NO,396
17888,1205270045,621,M,BCA,AU,NO,397
17922,1206040449,621,F,BCD,AU,NO,398
17976,1205120250,621,F,BCD,AU,NO,399
18014,1205040368,621,M,OC,AU,NO,400
18056,1201030375,620,M,OC,AU,YES,401
18064,1203040298,620,F,OC,SVU,NO,402
18065,1206090306,620,M,BCD,AU,NO,403
18082,1205270005,620,M,OC,AU,YES,404
18089,1203040473,620,F,BCD,SVU,NO,405
18091,1223010145,620,M,BCE,SVU,NO,406
18120,1201010563,620,F,OC,SVU,NO,407
18140,1205120420,620,M,OC,AU,NO,408
18147,1205100150,620,F,BCA,AU,NO,409
18158,4201240465,620,F,OC,OU,NO,410
18181,1205070516,620,F,OC,AU,YES,411
18227,1206090068,620,F,BCB,AU,NO,412
18231,1205150237,620,F,OC,AU,NO,413
18261,1205160243,620,M,OC,SVU,NO,414
18325,1228010069,620,F,OC,AU,NO,415
18343,1219040041,620,F,OC,SVU,NO,416
18357,1205080413,620,M,OC,AU,YES,417
18462,1203040401,620,M,OC,SVU,NO,418
18463,1204040545,620,M,OC,SVU,YES,419
18469,1205240386,620,M,BCE,SVU,NO,420
18486,1205020801,620,M,OC,AU,YES,421
18531,1205090195,620,M,OC,SVU,NO,422
18549,1205140366,620,M,OC,AU,YES,423
18661,1228010121,620,M,OC,AU,YES,424
18662,1224020254,620,M,OC,AU,YES,425
18670,1205240205,620,M,OC,AU,NO,426
18724,1205130039,620,M,OC,SVU,NO,427
18762,1206160329,619,F,BCB,AU,NO,428
18768,1204060218,619,M,BCD,SVU,NO,429
18784,1205110102,619,F,BCD,AU,NO,430
18785,1201030242,619,F,OC,AU,YES,431
18796,1205210063,619,F,OC,AU,NO,432
18809,1205010417,619,F,OC,AU,YES,433
18840,1224020414,619,M,OC,AU,NO,434
18861,1206100271,619,F,BCD,AU,NO,435
18884,1205100096,619,M,BCA,AU,NO,436
18905,1224060240,619,F,BCB,AU,NO,437
18912,1206090216,619,F,BCD,AU,NO,438
18913,1228010325,619,M,BCD,AU,NO,439
18934,1224030089,619,F,BCD,AU,NO,440
18944,1206040013,619,F,BCB,AU,NO,441
18986,1205260182,619,F,OC,AU,YES,442
19002,1205030660,619,F,OC,SVU,NO,443
19030,1202040186,619,M,BCD,SVU,NO,444
19089,1205230149,619,F,OC,AU,NO,445
19117,1206060241,618,F,BCD,AU,NO,446
19119,1206080257,618,F,BCB,AU,NO,447
19161,1205050216,618,M,OC,SVU,NO,448
19168,1203060632,618,F,BCD,SVU,NO,449
19199,1220030173,618,F,BCA,AU,NO,450
19208,1201030302,618,F,OC,AU,NO,451
19295,1205020868,618,M,BCA,SVU,NO,452
19353,4201340383,618,M,OC,OU,NO,453
19479,1206130162,617,F,OC,AU,NO,454
19483,1205060241,617,M,BCA,SVU,NO,455
19610,1201040129,617,M,OC,AU,NO,456
19641,1229010263,617,F,OC,AU,NO,457
19704,1216010199,617,M,BCB,AU,NO,458
19749,1225030026,617,M,BCD,AU,NO,459
19753,1205170310,617,F,BCD,AU,NO,460
19756,1220060252,617,F,BCB,AU,NO,461
19828,1205010932,617,F,BCB,AU,NO,462
19832,4219030462,617,F,OC,OU,NO,463
19845,1205230277,617,F,BCD,AU,NO,464
19924,1224030434,616,M,OC,AU,YES,465
19928,1206110092,616,F,OC,AU,YES,466
19997,1205150075,616,F,OC,AU,YES,467
19999,1220040284,616,F,OC,AU,NO,468
20001,4219090402,616,F,OC,SVU,NO,469
20004,1205100105,616,M,OC,AU,YES,470
20013,1205130166,616,M,OC,AU,YES,471
20033,1225020042,616,F,BCD,AU,NO,472
20054,1205240140,616,M,SC,SVU,NO,473
20131,1205130082,616,M,BCA,SVU,NO,474
20137,1203010052,616,M,OC,AU,NO,475
20318,4219040450,616,M,OC,OU,NO,476
20399,1206090313,615,M,BCD,AU,NO,477
20403,1224030317,615,F,BCA,AU,NO,478
20406,1206020455,615,F,SC,AU,NO,479
20407,1206020381,615,F,BCD,AU,NO,480
20408,1224010146,615,F,OC,AU,YES,481
20411,1203060766,615,M,OC,AU,NO,482
20428,1205110056,615,M,OC,AU,YES,483
20433,1205270407,615,M,OC,SVU,YES,484
20434,1205250166,615,F,OC,AU,NO,485
20470,1205110380,615,F,SC,AU,NO,486
20478,1206030647,615,F,BCD,AU,NO,487
20489,1212010766,615,F,OC,SVU,YES,488
20500,1201110125,615,F,OC,AU,YES,489
20502,1205110356,615,F,OC,AU,YES,490
20581,1202030622,615,M,OC,SVU,YES,491
20638,1205270449,615,F,BCE,SVU,NO,492
20684,1206140294,615,M,OC,AU,NO,493
20701,2712130186,615,M,OC,APNL,NO,494
20976,1206160085,615,F,BCD,AU,NO,495
20981,1220050142,615,F,OC,AU,NO,496
21014,1205060432,615,M,OC,AU,NO,497
21091,1205050065,615,M,BCD,AU,NO,498
21096,2715020246,615,M,OC,SVU,YES,499
21114,1205040396,614,M,BCE,SVU,NO,500
21165,1201010575,614,M,OC,AU,YES,501
21166,1220040252,614,F,BCB,AU,NO,502
21190,1205110298,614,F,OC,SVU,NO,503
21198,1228040041,614,F,OC,AU,YES,504
21202,1205150059,614,M,OC,AU,YES,505
21203,4201300383,614,M,OC,OU,NO,506
21212,1202021029,614,M,OC,SVU,YES,507
21223,1205270414,614,F,BCD,AU,NO,508
21224,1215020269,614,F,BCB,SVU,NO,509
21227,1202040122,614,F,OC,SVU,NO,510
21283,1224010356,614,F,BCB,AU,NO,511
21306,1206130008,614,M,BCD,AU,NO,512
21331,4219030064,614,F,BCA,SVU,NO,513
21517,1206100387,613,M,BCB,AU,NO,514
21525,1220050138,613,F,BCD,AU,NO,515
21538,1224070087,613,F,OC,AU,YES,516
21548,1205010192,613,F,BCD,AU,NO,517
21549,1206030090,613,M,BCD,AU,NO,518
21582,4201380299,613,M,OC,AU,NO,519
21595,2712060604,613,M,OC,NL,NO,520
21603,1203060265,613,M,OC,SVU,NO,521
21616,1205050680,613,F,BCB,SVU,NO,522
21647,1205150039,613,M,OC,SVU,NO,523
21672,1206020277,613,F,BCA,AU,NO,524
21721,4219030388,613,F,OC,SVU,NO,525
21735,1205150381,613,M,SC,SVU,NO,526
21736,1205100376,613,F,OC,AU,NO,527
21740,1224010159,613,F,OC,AU,NO,528
21789,1205240062,613,M,OC,SVU,YES,529
21817,1202030789,613,M,OC,SVU,NO,530
21822,1201040095,613,M,BCC,SVU,NO,531
21831,1205220319,613,M,OC,AU,NO,532
21917,1206090418,613,F,BCD,AU,NO,533
21968,1208020138,612,M,OC,AU,YES,534
21973,1205040055,612,F,OC,SVU,YES,535
22005,1205140402,612,F,BCD,AU,NO,536
22018,1204020510,612,F,OC,SVU,YES,537
22022,1202010094,612,F,BCA,SVU,NO,538
22033,1204010228,612,F,OC,SVU,YES,539
22044,1206100401,612,F,BCE,AU,NO,540
22045,1205080141,612,M,OC,SVU,YES,541
22049,1205050014,612,F,BCB,SVU,NO,542
22061,1205240102,612,F,BCD,AU,NO,543
22113,1205160455,612,M,BCB,AU,NO,544
22168,1205180289,612,M,OC,AU,YES,545
22173,1206130115,612,M,OC,AU,NO,546
22196,4204010247,612,M,OC,OU,NO,547
22204,1205200444,612,M,OC,AU,YES,548
22224,1205020309,612,M,BCA,AU,NO,549
22259,4219050159,612,M,BCB,SVU,NO,550
22315,1224010129,612,M,BCB,AU,NO,551
22353,1228040001,612,F,BCB,AU,NO,552
22371,1224020502,612,F,OC,AU,YES,553
22431,1208010311,612,F,OC,AU,NO,554
22511,1205040790,611,F,OC,AU,NO,555
22521,1205120452,611,M,BCD,AU,NO,556
22531,1205140357,611,F,BCD,AU,NO,557
22579,1203010173,611,F,BCA,SVU,NO,558
22580,4201340245,611,F,OC,AU,NO,559
22622,1205150290,611,F,OC,AU,NO,560
22701,1205040806,611,F,OC,SVU,YES,561
22709,1203060461,611,F,BCD,SVU,NO,562
22746,1224070185,611,M,BCD,AU,NO,563
22787,1212020064,611,F,OC,APNL,NO,564
22802,1205240317,611,F,OC,AU,NO,565
22807,1205060349,611,M,OC,AU,YES,566
22816,1205200048,611,F,OC,AU,YES,567
22823,1224020303,611,M,BCB,AU,NO,568
22974,1224010398,611,M,OC,AU,YES,569
23073,1205050687,610,F,BCE,SVU,NO,570
23103,1206100474,610,M,BCD,AU,NO,571
23174,1205180374,610,F,BCD,AU,NO,572
23180,1206070232,610,M,BCD,AU,NO,573
23197,1205050457,610,M,OC,SVU,NO,574
23199,1228040193,610,F,OC,AU,YES,575
23326,1205270012,610,F,OC,AU,YES,576
23352,1205110398,610,M,ST,SVU,NO,577
23395,1205270036,610,M,OC,SVU,NO,578
23416,1205120371,610,M,OC,SVU,NO,579
23460,1228040047,610,M,OC,AU,NO,580
23471,1224010113,610,M,BCD,AU,NO,581
23476,1205050482,610,F,BCB,AU,NO,582
23483,1205130172,610,F,OC,SVU,YES,583
23568,1205040651,610,F,BCA,SVU,NO,584
23603,1205240323,610,M,BCB,AU,NO,585
23845,1205190050,609,M,OC,AU,NO,586
23846,1204050224,609,F,OC,SVU,YES,587
23869,1228020119,609,F,OC,AU,YES,588
23870,1224010397,609,F,OC,AU,YES,589
